,embeddings
1240,"[-0.20833844 -0.27589312  1.0574669  -0.96363276 -1.1911356  -0.39980763
  0.14523685  1.2573456  -1.0307558   1.6095138 ]"
1241,"[-0.4732623  -0.26523668  1.3511565  -0.7852465  -1.0432987  -0.92070127
 -0.20974497  1.9760104  -0.20859826  0.5789213 ]"
1242,"[-0.22162578 -0.2800915   1.0683599  -0.94368106 -1.1728854  -0.56015855
  0.13556781  1.3978463  -0.93894756  1.5156157 ]"
1243,"[-0.2788162  -0.27235112  1.162257   -0.91254795 -1.1622201  -0.6234745
  0.06666628  1.5980356  -0.85592747  1.2783788 ]"
1244,"[-0.21491712 -0.27533376  1.111026   -0.907118   -1.263032   -0.19747366
  0.06652617  1.1625252  -1.1006175   1.6184144 ]"
1245,"[-0.24247384 -0.28031412  1.0901189  -0.9248254  -1.2141781  -0.3682383
  0.10189626  1.311657   -1.0290656   1.5554224 ]"
1246,"[-0.25596148 -0.27709442  1.1064869  -0.92084396 -1.1611022  -0.56979823
  0.11193187  1.3975961  -0.9372959   1.5060812 ]"
1247,"[-0.57552654 -0.2841436   1.6187268  -0.37115398 -1.5427594   0.141616
 -0.7524734   1.5870873  -0.3161627   0.49479014]"
1248,"[-0.22306581 -0.28072068  1.1437107  -0.9386924  -1.3428338   0.00867387
  0.02444281  1.2667143  -1.0970618   1.4388314 ]"
1249,"[-0.31592798 -0.2612003   1.27798    -0.8614891  -1.1011555  -0.8255564
 -0.00281694  1.6937597  -0.7004289   1.0968362 ]"
1250,"[-0.43342286 -0.2708286   1.2352748  -0.8211365  -1.0432775  -0.88455975
 -0.02700527  1.7191998  -0.6240178   1.1497731 ]"
1251,"[-0.44438067 -0.26468417  1.2858436  -0.77471584 -1.046952   -0.88537747
 -0.09415711  1.8381888  -0.5607045   0.9469392 ]"
1252,"[-0.2582597  -0.27801743  1.2896993  -0.85135823 -1.3103008  -0.15154542
 -0.05738957  1.4677043  -1.0565044   1.2059716 ]"
1253,"[-0.30589217  0.32198465 -1.0255685  -0.29047847  2.0086994  -0.3350727
 -0.10290433 -0.994374    1.4244103  -0.70080423]"
1254,"[-0.5185088  -0.35617137  1.0262011  -0.8665616  -1.0074902  -1.0019535
 -0.03675812  2.0795763   0.00691533  0.6747506 ]"
1255,"[-0.2978966  -0.27697614  0.83116776 -1.0413277  -1.224149   -1.0350199
  0.05184823  1.676256    0.02127873  1.2948192 ]"
1256,"[-0.42734885 -0.24882309  1.3942138  -0.62535447 -1.1886978  -0.82110304
 -0.3749196   2.020301   -0.05680648  0.32853964]"
1257,"[-0.26060295 -0.2791434   1.223105   -0.874471   -1.2388865  -0.32212478
  0.02710976  1.4237196  -1.0497227   1.3510164 ]"
1258,"[-0.268007   -0.27611446  1.2281264  -0.8568856  -1.1903998  -0.46956438
  0.04630478  1.4361795  -1.0176549   1.3680156 ]"
1259,"[-0.2960759  -0.27443984  1.2452898  -0.85406137 -1.1576626  -0.55808115
  0.04300746  1.5133011  -0.9611074   1.2998304 ]"
1260,"[-0.28104293 -0.2745715   1.2290562  -0.8705417  -1.1729356  -0.5247546
  0.04789025  1.4839176  -0.9708706   1.3338524 ]"
1261,"[-0.29001042 -0.27693957  1.4161646  -0.7673635  -1.2686652  -0.2824781
 -0.12794536  1.6062287  -0.99422824  0.98523754]"
1262,"[-0.28796056 -0.2747487   1.2447429  -0.849844   -1.1708184  -0.48535815
  0.04122894  1.4968042  -1.0147319   1.3006848 ]"
1263,"[-0.26058865 -0.27564228  1.1945256  -0.882317   -1.1586852  -0.58798647
  0.07780317  1.4683012  -0.95182693  1.3764172 ]"
1264,"[-0.28844705 -0.27825692  1.1814985  -0.84807765 -1.2249496  -0.39253628
  0.02440141  1.29609    -1.0093354   1.539613  ]"
1265,"[-0.26597562 -0.27271312  1.171776   -0.9163808  -1.1227636  -0.62920326
  0.11470451  1.4533852  -0.93922466  1.4063957 ]"
1266,"[-0.6116386  -0.20830995  1.5379492  -0.28085008 -1.1117835  -0.60243404
 -0.7922675   1.8447651   0.6038581  -0.37928966]"
1267,"[ 0.02953579 -0.28046724  0.42681348 -1.3449254  -1.4843864  -0.20013325
  0.25800753  0.9055625  -0.24389397  1.9338871 ]"
1268,"[-0.23303714 -0.2785376   1.1119118  -0.9071234  -1.1997488  -0.43869767
  0.10241997  1.3625152  -1.0237253   1.5040236 ]"
1269,"[-0.22949152 -0.28462288  1.1362274  -0.90675426 -1.2324523  -0.28493533
  0.09234279  1.273515   -1.0910158   1.5271862 ]"
1270,"[-0.47466177 -0.2576329   1.3531015  -0.75518024 -1.0448564  -0.9349722
 -0.33138463  2.036562    0.19471928  0.21430524]"
1271,"[-0.23408884 -0.27708808  1.1343433  -0.9240107  -1.2071377  -0.37831408
  0.09940886  1.3860183  -1.0478271   1.4486963 ]"
1272,"[-0.30883583  0.33683026 -1.0440719  -0.4475726   2.3355258  -0.19479918
  0.01059579 -1.0271374   0.8388322  -0.49936718]"
1273,"[-0.23657009 -0.29340142  1.2070634  -0.97254056 -1.3773328  -0.24401447
 -0.04503999  1.5230334  -0.8005481   1.2393496 ]"
1274,"[-0.19929256 -0.27947986  1.0625136  -0.9793209  -1.2626156  -0.27289957
  0.10836241  1.306344   -1.0212373   1.5376261 ]"
1275,"[-0.25570986 -0.27782863  1.1447828  -0.9011348  -1.153179   -0.5826174
  0.10585736  1.4593452  -0.95691246  1.4173963 ]"
1276,"[-0.40938783 -0.26428586  1.3532486  -0.7143458  -1.0982798  -0.9352359
 -0.21627137  1.9944884  -0.2246073   0.5146772 ]"
1277,"[-0.27825886 -0.27237642  1.1974771  -0.95624506 -1.1336643  -0.8278408
  0.05342749  1.6676251  -0.6179647   1.1678203 ]"
1278,"[-0.25002453 -0.2784971   1.1679311  -0.8832348  -1.1775371  -0.49401692
  0.09021709  1.4148513  -1.0177492   1.4280607 ]"
1279,"[-0.31510445 -0.278431    1.4378607  -0.7959539  -1.2957382  -0.32979593
 -0.15284546  1.603069   -0.8674569   0.99439627]"
1280,"[-1.5283017e-01 -2.8450552e-01  1.0488876e+00 -9.4201332e-01
 -1.3110104e+00 -6.8706676e-04  9.6179225e-02  1.1346617e+00
 -1.1742133e+00  1.5855322e+00]"
1281,"[-0.19574209 -0.28570795  1.0760772  -0.9433149  -1.2593038  -0.18643515
  0.10723907  1.230662   -1.1099135   1.5664386 ]"
1282,"[-0.24338667  0.19514452 -1.0537694  -0.51632994  2.4609704  -0.27149403
  0.1218126  -1.0262599   0.5354201  -0.20210785]"
1283,"[-0.16601303  0.3643722  -0.8273627  -0.4637529   0.3027216  -0.40818623
  0.00350587 -0.86899763  2.5805972  -0.51688445]"
1284,"[-0.29682532  0.39047995 -1.0465553  -0.38372838  1.4427865  -0.24347192
 -0.22165537 -1.0328574   1.9787751  -0.5869476 ]"
1285,"[-0.26747087 -0.2774046   1.1941537  -0.8786048  -1.1681184  -0.54033023
  0.07488428  1.4324219  -0.97787243  1.4083407 ]"
1286,"[-0.331045   -0.30476534  1.3749942  -0.67326045 -1.4821148   0.16796905
 -0.29814065  1.4953276  -0.9498191   1.0008559 ]"
1287,"[-0.33304062 -0.27737486  1.304955   -0.79477715 -1.1977661  -0.66066545
 -0.0699629   1.6340166  -0.76541746  1.1600331 ]"
1288,"[-0.27968025 -0.27767473  1.2066221  -0.8614735  -1.232374   -0.32303223
  0.0298445   1.4107575  -1.0569271   1.3839381 ]"
1289,"[-0.25196546 -0.27546006  1.1816192  -0.900897   -1.1478343  -0.60183823
  0.09328923  1.5281473  -0.9436436   1.3185837 ]"
1290,"[-0.3028742  -0.31867915  0.9260737  -0.94520015 -1.1094757  -0.96994054
  0.15650116  1.7340518  -0.45369706  1.2832397 ]"
1291,"[-0.22735202 -0.28848353  1.0289689  -0.8759259  -1.2849447  -0.20750864
  0.06659475  1.162313   -1.0640322   1.6903701 ]"
1292,"[-0.41460305 -0.25794667  1.4276316  -0.691972   -1.1135806  -0.8392207
 -0.1874567   1.8201474  -0.549422    0.8064222 ]"
1293,"[-0.32159996 -0.26757246  1.250782   -0.8690456  -1.1202655  -0.7239437
  0.02906138  1.5828145  -0.810491    1.2502605 ]"
1294,"[-0.20049135 -0.28672075  1.0985453  -0.9312397  -1.2484378  -0.23098269
  0.11021875  1.2417583  -1.1062616   1.5536118 ]"
1295,"[-0.3106009   0.3583589  -1.0407776  -0.36763293  2.143824   -0.2568838
 -0.1379897  -1.0227505   1.2195671  -0.5851148 ]"
1296,"[-0.2101112  -0.2900817   1.22363    -0.9123301  -1.3996998  -0.00819128
 -0.06112073  1.399207   -1.0081669   1.266865  ]"
1297,"[-0.29241222 -0.2798332   1.3179799  -0.83789533 -1.2089095  -0.50366056
 -0.02225197  1.6039091  -0.90925014  1.1323237 ]"
1298,"[ 0.0189839   0.05915296 -0.8486043  -0.7897906  -0.41146427 -0.60514903
  0.5412864  -0.75124425  2.483407    0.30342266]"
1299,"[ 0.02623862  0.356077   -0.7570856  -0.46210718 -0.06412367 -0.2597692
 -0.18191744 -0.734724    2.664048   -0.58663636]"
1300,"[-0.27244616 -0.27735963  1.1753887  -0.90305644 -1.1955023  -0.48644552
  0.06672715  1.3491856  -0.9557398   1.499249  ]"
1301,"[-0.31849718  0.36355808 -0.9638747  -0.6006693   0.49746728  1.2180306
 -0.4132205  -1.1226981   1.9769676  -0.63706464]"
1302,"[-0.29001236 -0.27578482  1.2163109  -0.8590859  -1.166526   -0.5390694
  0.0521118   1.5319712  -0.9678495   1.297934  ]"
1303,"[-0.20990388 -0.28592858  1.0404258  -0.95589674 -1.2394797  -0.3293981
  0.12051146  1.1775453  -1.0004603   1.6825845 ]"
1304,"[-0.43029648 -0.2933091   0.7253634  -0.80410576 -0.886744   -0.9106198
 -0.21778941  1.9821926   1.3163041  -0.48099566]"
1305,"[-0.25352955 -0.27691478  1.1987756  -0.89395046 -1.1683044  -0.50046563
  0.0847351   1.4735875  -1.009319    1.3453861 ]"
1306,"[-0.22977266 -0.27962807  1.071814   -0.90975493 -1.2716756  -0.24915002
  0.06674476  1.1262985  -1.0248693   1.6999936 ]"
1307,"[-0.14572273 -0.2735161   0.80865645 -0.9209471  -1.3590349   0.31154546
  0.08754767  0.7557621  -1.1501004   1.8858097 ]"
1308,"[-0.3047144  -0.05225191 -0.40837634  2.5999854   0.5225529  -0.698119
 -0.07442816 -0.4429704  -0.14433284 -0.9973451 ]"
1309,"[-0.09141953 -0.2827302   0.94799787 -0.9755443  -1.3714755   0.38555673
  0.09799012  0.95853883 -1.2572201   1.5883073 ]"
1310,"[-0.21662559 -0.2802322   1.0592933  -0.95365065 -1.1833744  -0.49562284
  0.14714618  1.3215734  -0.9735903   1.5750834 ]"
1311,"[-0.29602668 -0.27774173  1.2080175  -0.8861742  -1.1881895  -0.5012545
  0.04680462  1.5138427  -0.94127125  1.3219928 ]"
1312,"[-0.2995766   0.2654724  -0.96515423 -0.36036003  2.5219114  -0.16587861
 -0.07210698 -0.92717916  0.5142598  -0.5113883 ]"
1313,"[-0.20041354 -0.2783366   1.0531077  -0.9528818  -1.2718103  -0.20796117
  0.08941171  1.1699412  -1.051171    1.6501139 ]"
1314,"[-0.23998536 -0.278149    1.1642238  -0.8938195  -1.2303834  -0.34407008
  0.06278498  1.3670887  -1.054576    1.4468857 ]"
1315,"[-0.29350033 -0.27816665  1.2090901  -0.8584593  -1.1792928  -0.5789647
  0.03934865  1.477745   -0.9133658   1.3755661 ]"
1316,"[-0.24060446 -0.25167823  1.0458652  -0.4671418  -1.7093165   1.5975306
 -0.6055175   0.47944394 -0.7859358   0.9373541 ]"
1317,"[-0.25692743  0.20316683 -0.88168234 -0.04287609  2.408003   -0.22267026
  0.02187783 -0.8774866   0.6708325  -1.0222377 ]"
1318,"[-0.00429407  0.34383237 -1.1748581  -0.20829421  2.2186205  -0.63098055
  0.22892918 -1.1940159   0.7448246  -0.32376367]"
1319,"[-0.23465241 -0.2848898   1.1675793  -0.8939254  -1.2478583  -0.24223219
  0.06339284  1.3265918  -1.1040863   1.4500808 ]"
1320,"[-0.21643315 -0.28174132  1.1730287  -0.92738676 -1.2500737  -0.22820558
  0.07288297  1.3693719  -1.1008826   1.389439  ]"
1321,"[-0.5348131  -0.13082772  0.2561249   0.26966146 -1.4731687   1.803835
 -1.2482232  -0.52841324  0.93396664  0.65185845]"
1322,"[-0.32893717 -0.27202496  1.1922269  -0.8640656  -1.1296737  -0.78424686
  0.02980728  1.6108966  -0.7303956   1.2764124 ]"
1323,"[-0.46083066 -0.2309952   1.1303025  -0.6600738  -1.0757136  -0.9066214
 -0.41526148  2.1216092   0.5983711  -0.10078573]"
1324,"[-0.3221297  -0.2615468   1.2137754  -0.8898502  -1.0671537  -0.86521065
  0.05479371  1.62139    -0.71936053  1.2352928 ]"
1325,"[-0.282559   -0.27435312  1.2491306  -0.8587042  -1.1604009  -0.57748514
  0.0466405   1.5146916  -0.94916475  1.292204  ]"
1326,"[-0.46688482 -0.25978106  1.3306735  -0.72018135 -1.0544751  -0.88790166
 -0.17072903  1.9151044  -0.46691754  0.7810935 ]"
1327,"[-0.22155671 -0.29060957  1.1947767  -0.87859195 -1.3143222   0.04435411
  0.02518745  1.244084   -1.1997194   1.3963977 ]"
1328,"[-0.36324453 -0.26683277  1.1989279  -0.84983903 -1.0575398  -0.88519865
  0.02377797  1.6732059  -0.6843412   1.2110847 ]"
1329,"[-0.3100765  -0.27791893  1.2076573  -0.8355953  -1.2355857  -0.3380054
  0.00575662  1.3262516  -1.0292958   1.4868126 ]"
1330,"[-0.38008443 -0.26900852  1.5203004  -0.66032    -1.2461308  -0.47183442
 -0.26259616  1.7792124  -0.7209274   0.7113894 ]"
1331,"[-0.19846538 -0.27873027  1.132721   -0.9447044  -1.2180642  -0.36560926
  0.10515904  1.383694   -1.0511112   1.4351115 ]"
1332,"[-0.65034276 -0.2755522   1.3966914  -0.6743655  -1.0014459  -0.8971928
 -0.29200134  1.9323125  -0.19448648  0.65638316]"
1333,"[-0.2904869  -0.28123266  1.1606251  -0.86710054 -1.2573775  -0.32844988
  0.02188455  1.3601326  -1.0003936   1.4823992 ]"
1334,"[-0.17258744 -0.27410737  1.01334    -1.0382365  -1.2606387  -0.21386778
  0.15033795  1.1737065  -1.0234534   1.6455064 ]"
1335,"[-0.17457052 -0.28893545  1.0071361  -0.93536717 -1.3058971   0.0395798
  0.1038981   1.0526633  -1.1714393   1.6729336 ]"
1336,"[-0.20428564  0.02228643 -0.43877336  2.498698    0.6196887  -0.7925858
 -0.02254065 -0.5333539  -0.0433783  -1.1057553 ]"
1337,"[-0.34708536 -0.266879    1.2686723  -0.85621953 -1.1386701  -0.76136774
 -0.01576922  1.6552665  -0.7023854   1.1644377 ]"
1338,"[-0.35224703  0.29754767 -0.57719415 -0.43527514 -0.02849538  0.2301736
 -0.4645201  -0.73495275  2.663893   -0.59893006]"
1339,"[-0.3577373  -0.26319262  1.4128816  -0.7814745  -1.1628433  -0.65495044
 -0.11622191  1.7488872  -0.7273173   0.90196854]"
1340,"[-0.22760543 -0.28337824  1.0523871  -0.97398204 -1.1743848  -0.5917922
  0.1414632   1.4562597  -0.8744331   1.4754652 ]"
1341,"[-0.13911241 -0.28590325  0.88900304 -0.96780527 -1.3049102   0.14108497
  0.15134689  0.9352027  -1.1898069   1.7709001 ]"
1342,"[-0.24392131 -0.27868113  1.1945746  -0.90916365 -1.1846888  -0.448384
  0.08472107  1.4423553  -1.0238683   1.3670565 ]"
1343,"[-0.24465764 -0.27708083  1.1415554  -0.8879338  -1.2020842  -0.41957724
  0.08238832  1.3699505  -1.0405492   1.4779875 ]"
1344,"[-0.25917724 -0.28016394  1.1749774  -0.90387154 -1.2352067  -0.4043719
  0.04222586  1.4747603  -0.9695868   1.3604146 ]"
1345,"[-0.5945401  -0.26455408  1.4546037  -0.7887248  -0.99319834 -0.92863464
 -0.23906362  1.8261034  -0.21483143  0.74284035]"
1346,"[-0.38098738 -0.16409661  0.76188064 -0.6272082  -0.77784127 -0.7179431
 -0.60854053  1.0660897   2.1695623  -0.7209161 ]"
1347,"[-0.31686494 -0.28049344  1.2748395  -0.8919558  -1.3642093  -0.29939434
 -0.11587319  1.5070722  -0.76804364  1.2549224 ]"
1348,"[-0.2724893  -0.28377467  1.3166437  -0.8516882  -1.3311281  -0.24345379
 -0.08618606  1.5183269  -0.93551815  1.1692681 ]"
1349,"[-0.30897048  0.33797792 -1.0617763  -0.33641303  1.8757228  -0.3458259
 -0.1342296  -1.0196576   1.583076   -0.58990353]"
1350,"[-0.24662401 -0.2835287   1.1819692  -0.89108616 -1.2162924  -0.35987785
  0.07287601  1.3767356  -1.0603062   1.4261353 ]"
1351,"[-0.33177882  0.37839982 -1.0611589  -0.39471376  2.1752083  -0.2239895
 -0.12094068 -1.0378623   1.1454211  -0.52858526]"
1352,"[-0.21447942 -0.28141364  1.1575782  -0.86221725 -1.3278315   0.01370344
 -0.00257389  1.221184   -1.1735184   1.469569  ]"
1353,"[-0.21481958 -0.28709438  1.1323963  -0.89228255 -1.2860831  -0.09246359
  0.05830347  1.2224473  -1.1558567   1.5154532 ]"
1354,"[-0.4209823  -0.24566944  1.2650234  -0.8919504  -1.0836445  -0.92376846
 -0.22048193  2.0383303   0.14459457  0.33854887]"
1355,"[-0.5004039  -0.24982107  1.4080889  -0.75140256 -1.2034857  -0.7935285
 -0.2475769   1.6732513  -0.36745456  1.0323334 ]"
1356,"[-0.2843229  -0.27632648  1.1779871  -0.877918   -1.1229379  -0.7205291
  0.08103786  1.5711043  -0.85275376  1.3046587 ]"
1357,"[-0.34557953 -0.28390867  1.4877926  -0.80878687 -1.5166421  -0.08470549
 -0.33970118  1.5986589  -0.52844805  0.8213193 ]"
1358,"[-0.28330883 -0.2776808   1.2067475  -0.88037574 -1.1686627  -0.5645842
  0.05552273  1.5671374  -0.92471635  1.2699208 ]"
1359,"[-0.17523119 -0.27671623  0.939486   -0.9994554  -1.2029308  -0.3155417
  0.19101562  1.1451117  -1.044954    1.7392156 ]"
1360,"[-0.23451692 -0.28745502  1.0701867  -0.9496691  -1.2579719  -0.37271532
  0.08817494  1.3305838  -0.94379777  1.5571798 ]"
1361,"[-0.01467941  0.3054998  -1.0974731  -0.689739    0.53438175  0.88677067
 -0.13333313 -1.1004035   2.080841   -0.77186495]"
1362,"[-0.25152802 -0.27820083  1.1674266  -0.9012572  -1.1730348  -0.49749702
  0.09601978  1.4370888  -1.0048791   1.405862  ]"
1363,"[-0.31322485 -0.26588285  1.2007642  -0.86870384 -1.1138643  -0.7561555
  0.04339644  1.5916872  -0.8008207   1.2828041 ]"
1364,"[-0.33443126 -0.29250392  1.1838149  -0.874731   -1.4012513  -0.453731
 -0.13183302  1.5046333  -0.56572676  1.3657598 ]"
1365,"[-0.30968487  0.26142833 -0.9347109  -0.13724916  2.3304853  -0.2385331
 -0.02509107 -0.9028951   0.88321126 -0.9269607 ]"
1366,"[-0.35598108 -0.27576092  1.290995   -0.86743116 -1.2492183  -0.594534
 -0.09032006  1.520528   -0.6767315   1.298454  ]"
1367,"[-0.49133024 -0.20643033  0.79471505 -0.06667335 -1.743788    1.1511794
 -1.3005875   0.75395274  1.2022008  -0.09323891]"
1368,"[-0.27028352 -0.26746705  1.1540512  -0.9192678  -1.0911887  -0.7925061
  0.11164837  1.5843749  -0.8074603   1.2980986 ]"
1369,"[-0.4288325  -0.41897976  0.05183756  2.779551   -0.3202828  -0.48280928
 -0.44897613  0.11793058 -0.42798007 -0.42145875]"
1370,"[-0.09639221 -0.28454444  0.8642162  -0.99764264 -1.3138188   0.1534145
  0.17177793  0.93121165 -1.1902212   1.761998  ]"
1371,"[-0.33070967  0.30378106 -0.9735975  -0.31063363  2.4165668  -0.19672453
 -0.10799772 -0.9442737   0.7652792  -0.6216905 ]"
1372,"[-0.10616431 -0.2365475   0.6809032  -0.70483434 -1.3987195   1.225826
 -0.09585651  0.13225578 -1.2249193   1.7280569 ]"
1373,"[-0.25510383 -0.2832197   1.1736113  -0.86882085 -1.2727479  -0.22971976
  0.02466949  1.35533    -1.0767792   1.4327792 ]"
1374,"[-0.38066858 -0.26565415  1.2795889  -0.8145002  -1.0852607  -0.7578381
 -0.01860838  1.6878684  -0.77623755  1.1313097 ]"
1375,"[-0.31189325  0.36449543 -1.0466328  -0.39475608  2.1837776  -0.24666265
 -0.09192955 -1.0288857   1.1400405  -0.56755346]"
1376,"[-0.33873054  0.3137548  -0.978172   -0.26916298  2.346072   -0.21872665
 -0.09590839 -0.9380318   0.89584935 -0.71694344]"
1377,"[-0.18187523 -0.28048956  1.0077617  -0.9776099  -1.220016   -0.32560703
  0.15806338  1.2691089  -1.0541881   1.604852  ]"
1378,"[-0.20231089 -0.27950278  1.078347   -0.92353463 -1.2547286  -0.19347854
  0.0981039   1.1616299  -1.1136771   1.6291523 ]"
1379,"[-0.26196504 -0.2753214   1.1191945  -0.9470477  -1.1686618  -0.56675166
  0.10822177  1.4036535  -0.9022969   1.4909742 ]"
1380,"[-0.32782722 -0.27284095  1.3228271  -0.80474335 -1.1750773  -0.6243412
 -0.04552388  1.6505562  -0.83239865  1.109369  ]"
1381,"[-0.315225    0.3533299  -1.0092026  -0.35374647  2.2872438  -0.21907108
 -0.13074742 -0.99548364  0.9887275  -0.6058249 ]"
1382,"[-0.31384388  0.346183   -1.0156357  -0.33448344  2.2065742  -0.2545855
 -0.12306786 -0.9978231   1.1308249  -0.6441426 ]"
1383,"[-0.18030208 -0.2947634   1.016596   -0.90721    -1.3230721   0.14372477
  0.09118108  1.0294241  -1.2186699   1.6430911 ]"
1384,"[-0.07468402 -0.27600366  0.7903772  -0.8586328  -1.6894469   1.154415
 -0.22348     0.60148895 -0.89349747  1.4694633 ]"
1385,"[-0.24407299 -0.27792937  1.1580044  -0.9007095  -1.2162932  -0.41104206
  0.07045796  1.4070266  -1.0158296   1.430388  ]"
1386,"[-0.20176812 -0.2814408   1.089723   -0.9309331  -1.2499437  -0.23520093
  0.10242667  1.2465432  -1.0997094   1.5603038 ]"
1387,"[-0.24983968 -0.25611454  0.6867732  -1.1621144  -1.3428773  -0.9822156
 -0.04061845  1.6326591   0.5878857   1.1264622 ]"
1388,"[-0.20452398 -0.29319015  1.0981773  -0.8868733  -1.3196794   0.03825404
  0.05765308  1.1473714  -1.1880935   1.5509042 ]"
1389,"[-0.32933185  0.3619579  -1.1016592  -0.3965625   2.004273   -0.25895125
 -0.10812061 -1.0412259   1.3917544  -0.52213407]"
1390,"[-0.4009094  -0.29318598  1.3709903  -0.5954754  -1.736085    0.5951665
 -0.62425166  1.3060253  -0.5126232   0.8903478 ]"
1391,"[-0.26022837 -0.12174322 -0.05192281 -0.19138151 -1.3160759   1.7839231
 -0.6819696  -0.9988205   0.28214535  1.5560749 ]"
1392,"[-0.18246147 -0.07822571 -0.24232832 -0.447624   -1.222042    0.18821672
 -0.8299622   0.35300702  2.521047   -0.05962716]"
1393,"[-0.39737135 -0.2683296   1.222104   -0.8096896  -1.049138   -0.93122995
 -0.23619895  2.1292439   0.11737324  0.22323631]"
1394,"[-0.19518872 -0.16278337  0.08321273 -0.6136445  -1.8001553   1.2325872
 -0.9247358   0.10830702  1.5505183   0.72188264]"
1395,"[-0.2464269  -0.27751458  1.1857142  -0.8817214  -1.182903   -0.4861197
  0.07711407  1.411732   -1.0173842   1.4175092 ]"
1396,"[-0.27295697 -0.28819484  1.1586173  -0.9716415  -1.2962478  -0.46186987
  0.00821218  1.6045032  -0.7283642   1.2479433 ]"
1397,"[-0.28065202 -0.27414125  1.2043926  -0.88107634 -1.1499479  -0.6267656
  0.06001634  1.5551537  -0.90000105  1.2930206 ]"
1398,"[-0.35359934 -0.27150837  1.2630901  -0.8267101  -1.1273249  -0.6901362
 -0.00887001  1.6894128  -0.8036232   1.12927   ]"
1399,"[-0.2848078  -0.27505934  1.1948524  -0.8715804  -1.2006727  -0.4579923
  0.0414501   1.3964081  -0.9854337   1.4428368 ]"
1400,"[-0.10345586 -0.2809541   0.8404838  -1.0500475  -1.2787038   0.00620961
  0.2200997   1.0381322  -1.137252    1.7454865 ]"
1401,"[-0.24487248 -0.28336275  1.1700007  -0.9362821  -1.196883   -0.5793709
  0.08390038  1.4946152  -0.868311    1.3605659 ]"
1402,"[ 0.06508706 -0.21343008 -0.20996456 -1.4824848  -1.6456401   0.13265204
 -0.03719984  0.8198132   1.2424984   1.3286676 ]"
1403,"[-0.25342414 -0.27580634  1.2012985  -0.8842886  -1.2431306  -0.27661848
  0.0405317   1.3142416  -1.0788239   1.4560204 ]"
1404,"[-0.3390094  -0.273606    1.3180175  -0.7957252  -1.1894239  -0.677033
 -0.09129568  1.6874359  -0.72686124  1.0875015 ]"
1405,"[-0.4019315  -0.4286789   0.10152106  2.747189   -0.37264964 -0.5375354
 -0.4774959   0.24122487 -0.3943098  -0.47733375]"
1406,"[-0.3064168  -0.27805457  1.2499378  -0.8212618  -1.1756718  -0.5537798
  0.01271998  1.5527247  -0.9448274   1.2646295 ]"
1407,"[ 0.17831838  0.01925757 -0.86627185 -0.9129747  -0.6976761  -0.6202065
  0.48423174 -0.7930396   2.1053252   1.1030358 ]"
1408,"[-0.10085109 -0.27557033  0.85198784 -0.97314626 -1.3016081   0.1879218
  0.1599776   0.7713317  -1.1864202   1.8663752 ]"
1409,"[-0.24229966 -0.27444384  1.1142759  -0.9366218  -1.1805261  -0.54886466
  0.1055759   1.4394397  -0.9282399   1.4517038 ]"
1410,"[-0.03402088  0.2998087  -0.73368526 -0.47251138 -0.17331773  0.38778952
 -0.4722202  -0.7358961   2.5998402  -0.6657867 ]"
1411,"[-0.537441   -0.2832202   1.2437137  -0.8015065  -0.9938264  -0.87780374
 -0.10539056  1.8481758  -0.49733016  1.0046288 ]"
1412,"[-0.26856026 -0.27309462  1.1980976  -0.8854269  -1.1844867  -0.46868464
  0.0583131   1.470338   -1.0029567   1.3564603 ]"
1413,"[-0.35588527 -0.2839903   1.358201   -0.773764   -1.3422742  -0.40656754
 -0.21270029  1.7009823  -0.67679584  0.99279505]"
1414,"[-0.40445724 -0.26953858  1.2451346  -0.8277297  -1.0510674  -0.8949385
 -0.02732204  1.7512269  -0.60932755  1.0880194 ]"
1415,"[-0.28945267 -0.272823    1.2350385  -0.89610654 -1.1035042  -0.8255857
  0.06035991  1.6154708  -0.7330843   1.2096874 ]"
1416,"[-0.18792887 -0.2846041   1.0680702  -0.8341441  -1.3626956   0.28582615
 -0.00238815  0.931215   -1.2500325   1.6366819 ]"
1417,"[-0.17899911 -0.2773202   1.1404009  -0.99946094 -1.3138927  -0.18314846
  0.05953308  1.2797998  -1.004106    1.4771928 ]"
1418,"[-0.4890979  -0.28669992  1.2178465  -0.8268003  -1.0151918  -0.8906393
 -0.06209588  1.8277594  -0.5139599   1.0388787 ]"
1419,"[ 0.33333173 -0.05504424 -0.7396501  -1.1958132  -1.4385946   1.2179685
 -0.20547108 -0.4104955   1.38038     1.1133885 ]"
1420,"[-0.24658605 -0.28108603  1.2997694  -0.81413245 -1.2963973  -0.11617391
 -0.04315455  1.398273   -1.1443771   1.2438662 ]"
1421,"[-0.19135159 -0.2816536   1.079105   -0.9548384  -1.2577739  -0.1868083
  0.11310694  1.2520956  -1.1123644   1.5404829 ]"
1422,"[-0.32245964 -0.27581775  1.3656105  -0.8016456  -1.4155881   0.04943256
 -0.19738649  1.3213872  -0.9759565   1.2524241 ]"
1423,"[-0.25626495 -0.28997964  1.0810866  -0.8803826  -1.2671735  -0.22047901
  0.06426189  1.2113892  -1.0675311   1.625073  ]"
1424,"[-0.3098111  -0.30741125  1.2179612  -0.89363605 -1.5296491  -0.23242033
 -0.20066993  1.4679992  -0.5084505   1.2960876 ]"
