,embeddings
186,"[ 0.941113    1.923081   -0.83906597 -0.73897314  0.8150093   0.7062372
 -0.58595175 -0.83334243 -0.72340083 -0.664706  ]"
187,"[ 1.2450484   1.7487302  -0.92378104 -0.7273772   0.7721773   0.59393454
 -0.28633648 -0.9247505  -0.7195962  -0.7780496 ]"
188,"[ 1.1861479   1.7841086  -0.87312627 -0.7125746   0.76677686  0.660616
 -0.3915477  -0.8836489  -0.7512047  -0.78554696]"
189,"[ 1.0327531   1.2108979  -0.8768328  -0.7072766   1.1980581   1.1311444
 -0.44850034 -1.0403267  -0.9435218  -0.5563949 ]"
190,"[ 1.1665626   1.7837385  -0.9254054  -0.8264432   0.7842271   0.66510373
 -0.4653377  -0.9185752  -0.6606304  -0.6032398 ]"
191,"[-0.9609407  -1.0276073   1.4934044   1.2306206  -0.93443584 -0.88109946
 -0.13681139  1.2674135  -0.01838869 -0.0321551 ]"
192,"[ 1.1399587   1.8318249  -0.8610955  -0.7323708   0.79174125  0.63164175
 -0.50128907 -0.885445   -0.75680727 -0.65815884]"
193,"[ 1.2420927   1.7860307  -0.90502566 -0.63706064  0.7824181   0.54762894
 -0.3840779  -0.86706245 -0.7255967  -0.8393469 ]"
194,"[ 0.77945286  1.2542759  -0.73855    -0.78113663  1.181884    1.3792427
 -0.7572496  -0.7647602  -0.7796612  -0.7734974 ]"
195,"[ 1.1937578   1.7608609  -0.9252598  -0.8325795   0.76083827  0.6885122
 -0.46081734 -0.9209396  -0.71057546 -0.553798  ]"
196,"[ 1.2792857   1.7390416  -0.95735264 -0.73478097  0.7033861   0.65006274
 -0.37204257 -0.91802794 -0.79162616 -0.5979457 ]"
197,"[ 1.2314874   1.8518173  -0.9215103  -0.6478636   0.7180039   0.49585995
 -0.3401822  -0.8669133  -0.7467076  -0.77399045]"
198,"[-0.8459481  -1.3409743   0.29733506  2.0070932   0.61493266  0.79949605
 -0.29335105  0.28815526 -0.66999406 -0.85674477]"
199,"[ 1.3792632   1.7370422  -0.99484676 -0.69803     0.70909     0.43587452
 -0.2239654  -0.91848546 -0.7050964  -0.7208458 ]"
200,"[ 1.1346927   1.7949932  -0.9036394  -0.69202805  0.81205255  0.6565283
 -0.39074156 -0.87724704 -0.71837    -0.81624156]"
201,"[ 1.1945188   0.49222392 -0.6470055  -0.7596942   1.4025178   1.4032223
 -0.7360029  -0.70509285 -0.76051027 -0.8841769 ]"
202,"[ 1.3903663   1.1079628  -0.91151166 -0.6965211   1.1185111   0.9861702
 -0.5579189  -0.87271637 -0.82226664 -0.7420755 ]"
203,"[ 1.0625489   1.963846   -0.9276291  -0.7085618   0.7704511   0.5070674
 -0.611106   -0.79102063 -0.6551704  -0.610425  ]"
204,"[ 1.292392    1.7568704  -0.9397296  -0.7184838   0.7926642   0.52153546
 -0.42820823 -0.86612207 -0.6199316  -0.7909861 ]"
205,"[ 1.0965106   1.7036641  -0.9128132  -0.8594819   0.9210496   0.742616
 -0.5864761  -0.9299045  -0.69772446 -0.47744036]"
206,"[-0.92641115 -1.1458491   1.5011173   1.3211215  -0.8609652  -0.76180923
 -0.17751302  1.2099057  -0.06667866 -0.09291827]"
207,"[ 1.3495599   1.7028259  -0.9598172  -0.63359773  0.71020436  0.5673833
 -0.25380352 -0.9127239  -0.79139364 -0.77863866]"
208,"[ 1.0747932   1.7505921  -0.94825935 -0.88838917  0.8361525   0.74882615
 -0.5431882  -0.9515744  -0.69649035 -0.38246256]"
209,"[ 1.1734593   1.8294842  -0.8805783  -0.68815273  0.77902156  0.5957924
 -0.45203874 -0.8632484  -0.74688876 -0.7468506 ]"
210,"[ 1.164918    1.8570927  -0.8744415  -0.69958377  0.7407662   0.58607423
 -0.41674244 -0.8694174  -0.6726893  -0.8159766 ]"
211,"[ 1.3156476   1.7601703  -0.94446224 -0.61372733  0.74729234  0.47049004
 -0.262504   -0.89915824 -0.72917295 -0.8445756 ]"
212,"[ 1.2450678   1.8189071  -0.93511474 -0.7527257   0.7479135   0.51270455
 -0.3614151  -0.8779896  -0.6858012  -0.71154565]"
213,"[ 1.1358273   1.8569696  -0.9001428  -0.6189036   0.73977274  0.62810373
 -0.4308197  -0.84776413 -0.76388824 -0.79915506]"
214,"[ 1.1909621   1.8895965  -0.93602    -0.62646115  0.73382235  0.45965278
 -0.35113776 -0.85792094 -0.70328265 -0.79921156]"
215,"[ 0.88336545  1.858919   -0.8968848  -0.8029883   0.934316    0.7060651
 -0.7600211  -0.88051254 -0.67497003 -0.36728805]"
216,"[ 1.2989347   1.754025   -0.9172915  -0.7052551   0.6752095   0.6296822
 -0.3420522  -0.9082581  -0.75684553 -0.72814935]"
217,"[ 0.8554074   1.9798408  -0.84424525 -0.7150174   0.83890384  0.67485934
 -0.6127995  -0.80510175 -0.7035225  -0.6683249 ]"
218,"[ 1.2079898   1.742919   -0.9223545  -0.7623807   0.8662516   0.598691
 -0.44205156 -0.8680765  -0.6678388  -0.7531491 ]"
219,"[ 1.0365106   1.8122684  -0.8593757  -0.76270473  0.84960985  0.74152523
 -0.5310155  -0.8844328  -0.7315804  -0.670805  ]"
220,"[ 1.1651694   1.8110379  -0.8867405  -0.7583622   0.7640774   0.65699464
 -0.46879593 -0.8944773  -0.71953195 -0.669372  ]"
221,"[-0.4448191  -1.6413023   1.6612895   1.3020623  -0.45570943 -0.60841936
 -0.25086695  0.8786728   0.04691173 -0.4878192 ]"
222,"[ 0.9175853   1.9373034  -0.8906454  -0.75296307  0.8007545   0.6882245
 -0.72022635 -0.85237926 -0.7199553  -0.40769854]"
223,"[ 0.9278269   1.9733229  -0.80914694 -0.6800249   0.8304673   0.61162436
 -0.5840437  -0.8146247  -0.7134881  -0.7419132 ]"
224,"[-0.9167075  -1.1526634   1.4091172   1.4123898  -0.8380587  -0.7630679
 -0.17461765  1.229509   -0.06715153 -0.13874929]"
225,"[ 1.1678967   1.8178754  -0.89419305 -0.79545355  0.7626339   0.6320333
 -0.4310665  -0.88443696 -0.73338217 -0.64190745]"
226,"[ 0.92981195  1.920449   -0.93207866 -0.7546345   0.84259135  0.6446562
 -0.72079426 -0.8522717  -0.7075026  -0.37022713]"
227,"[ 1.2137146   1.6079551  -0.94561255 -0.9050895   0.8818171   0.77013403
 -0.47210285 -0.95073813 -0.6722282  -0.52784973]"
228,"[ 1.1637479   1.8211052  -0.91220707 -0.65558213  0.7373098   0.62681854
 -0.32235718 -0.9076493  -0.77617455 -0.7750108 ]"
229,"[-0.92630595 -1.3106366   1.629368    1.3588277  -0.752331   -0.5704367
 -0.29163647  0.94034445 -0.21072683  0.13353345]"
230,"[-1.014208   -0.8593615   1.431246    1.089572   -1.025485   -1.0195551
 -0.08347946  1.3760918   0.05082475  0.05435438]"
231,"[ 0.88143635  1.9384097  -0.9330572  -0.7499003   0.8325524   0.67676646
 -0.723799   -0.8518686  -0.7069419  -0.36359832]"
232,"[ 1.2955524   1.7598494  -0.93627757 -0.76330984  0.71334386  0.5756984
 -0.32830527 -0.9094786  -0.7092799  -0.6977928 ]"
233,"[ 0.89715624  1.9734501  -0.82648534 -0.71898484  0.78207374  0.70110834
 -0.6560907  -0.8283923  -0.70902914 -0.6148048 ]"
234,"[ 1.0465283   1.8543108  -0.8734821  -0.6905808   0.8041603   0.7101132
 -0.5454236  -0.83166426 -0.73113084 -0.7428312 ]"
235,"[-0.9298938  -1.1643431   1.2781163   1.5791824  -0.7852338  -0.6607507
 -0.20272231  1.223519   -0.12508702 -0.21278712]"
236,"[-0.7973262  -1.3076134   1.1071389   1.7538738  -0.573731   -0.4808976
 -0.25271913  1.2135133  -0.19621563 -0.46602276]"
237,"[ 1.027647    1.885147   -0.8588392  -0.73489124  0.7838093   0.6882384
 -0.49619347 -0.871313   -0.76539224 -0.65821224]"
238,"[ 1.1253502   1.850689   -0.9511825  -0.72834975  0.770635    0.6313285
 -0.6892351  -0.8241089  -0.7029698  -0.4821561 ]"
239,"[ 0.9868522   1.8679854  -0.85007423 -0.7390405   0.8037485   0.76277643
 -0.6015746  -0.84694546 -0.73397577 -0.64975166]"
240,"[ 1.1197875   1.9354808  -0.9304203  -0.68673974  0.8272515   0.41115907
 -0.5994323  -0.7758871  -0.62395716 -0.6772423 ]"
241,"[-1.0017829e+00 -9.5265102e-01  1.4827625e+00  1.1877824e+00
 -9.6881092e-01 -9.1710436e-01 -1.2256911e-01  1.2979807e+00
 -4.8342063e-03 -7.7291421e-04]"
242,"[-0.93968606 -1.0949861   1.4840289   1.371407   -0.84902036 -0.74995273
 -0.18126728  1.2177155  -0.09306032 -0.16517866]"
243,"[ 1.1635514   1.8418196  -0.94544345 -0.7762553   0.6669657   0.66588026
 -0.3931249  -0.9093969  -0.7672904  -0.5467065 ]"
244,"[ 1.0871707   1.8333596  -0.9002243  -0.79925674  0.7822329   0.69045013
 -0.45573035 -0.8994716  -0.72607917 -0.6124518 ]"
245,"[ 1.3330007   1.6898979  -0.9561171  -0.7209017   0.71918255  0.6280854
 -0.30560267 -0.93257284 -0.73804814 -0.7169237 ]"
246,"[ 1.1235609   1.8947362  -0.902571   -0.75455266  0.7599295   0.5660719
 -0.5045348  -0.84764713 -0.69494957 -0.6400432 ]"
247,"[ 0.8851632   1.9332727  -0.81985104 -0.6938888   0.7917457   0.78272635
 -0.6915989  -0.81920224 -0.6933248  -0.67504233]"
248,"[ 1.1095212   1.841105   -0.83974034 -0.71760327  0.80154926  0.6576583
 -0.54317814 -0.85473204 -0.74560857 -0.70897114]"
249,"[ 1.2587795   1.8136156  -0.93147767 -0.6899231   0.7729764   0.4942052
 -0.42693993 -0.827281   -0.69562244 -0.76833254]"
250,"[-0.83404636 -1.2538726   1.290826    1.7359924  -0.50823104 -0.45907146
 -0.27994993  1.0775363  -0.22976036 -0.539423  ]"
251,"[ 1.2910745   1.7062618  -0.9095961  -0.77372825  0.74758106  0.67238253
 -0.4494109  -0.91871035 -0.73780596 -0.6280488 ]"
252,"[ 1.0261668   1.8711898  -0.88849384 -0.7976338   0.79561406  0.69213855
 -0.55305725 -0.88978505 -0.731507   -0.5246327 ]"
253,"[ 1.2917556   1.2630272  -0.94407755 -0.76662755  1.0716956   0.96920216
 -0.49504185 -0.91268283 -0.7438502  -0.7334009 ]"
254,"[ 1.1924682   1.8595121  -0.8844186  -0.6952122   0.7852834   0.5111089
 -0.5024995  -0.838934   -0.68286663 -0.74444133]"
255,"[ 1.0544679   1.871361   -0.88909656 -0.74017054  0.7990249   0.66034025
 -0.5147276  -0.87510437 -0.7516389  -0.6144558 ]"
256,"[ 1.1726975   1.8485698  -0.89419603 -0.73865867  0.72140986  0.61697
 -0.43706796 -0.8818627  -0.73162663 -0.6762354 ]"
257,"[ 0.9833576   1.765184   -0.92297494 -0.7930945   0.9523745   0.7469686
 -0.7385784  -0.87201506 -0.696246   -0.42497605]"
258,"[ 1.2593846   1.7694043  -0.92358387 -0.7516758   0.7393695   0.60510164
 -0.390603   -0.89797854 -0.7134541  -0.6959648 ]"
259,"[ 0.8332883   2.0423925  -0.88326365 -0.7230469   0.76432     0.63683325
 -0.69574094 -0.8150747  -0.68160474 -0.47810277]"
260,"[ 1.1193681   1.8101761  -0.8718496  -0.7653228   0.80805945  0.6690534
 -0.4393784  -0.8940603  -0.7309256  -0.7051203 ]"
261,"[ 1.0572873   1.9208915  -0.88239306 -0.7253705   0.76443505  0.5912617
 -0.4509176  -0.8752716  -0.7461661  -0.6537564 ]"
262,"[ 1.2126497   1.754381   -0.89374894 -0.75984496  0.74774504  0.6997694
 -0.43448782 -0.9103514  -0.7649363  -0.6511756 ]"
263,"[ 1.1916384   1.7230897  -0.94945765 -0.87217367  0.75145066  0.7168293
 -0.37833652 -0.96820796 -0.768361   -0.44647196]"
264,"[ 0.98410577  1.8935863  -0.8297496  -0.7644332   0.8101255   0.70799214
 -0.54263026 -0.86141294 -0.7332195  -0.6643634 ]"
265,"[ 1.2691106   1.76541    -0.9407176  -0.6775765   0.7552685   0.543175
 -0.28354204 -0.9014879  -0.7552738  -0.7743654 ]"
266,"[ 1.4887722   1.2659396  -0.9173728  -0.8082124   1.0452645   0.7408775
 -0.56654346 -0.86195403 -0.5954198  -0.7913513 ]"
267,"[ 1.1242875   1.7836918  -0.9804638  -0.83353305  0.7948019   0.68671215
 -0.6319799  -0.9007043  -0.6639817  -0.37883046]"
268,"[ 1.2852358   1.5654786  -0.92359066 -0.83281237  0.93881017  0.7043571
 -0.48777738 -0.9181347  -0.61130977 -0.7202564 ]"
269,"[-0.87730974 -1.2278619   1.53189     1.3090645  -0.8304076  -0.7625541
 -0.18093334  1.1622121  -0.05478099 -0.06931908]"
270,"[ 1.3865068   1.5820616  -0.9556125  -0.7219517   0.80460674  0.65513355
 -0.35951483 -0.91482174 -0.67641044 -0.799998  ]"
271,"[-0.783586   -1.2815437   1.3891716   1.540192   -0.6918447  -0.62092996
 -0.23337272  1.1757354  -0.15021554 -0.3436062 ]"
272,"[ 1.4373633   1.6182396  -0.94924253 -0.7103021   0.7108377   0.6027909
 -0.3147959  -0.93284976 -0.6925394  -0.7695017 ]"
273,"[ 1.2606302   1.6894245  -0.97413343 -0.8673206   0.77199066  0.6305265
 -0.31866395 -0.99381304 -0.76418465 -0.4344567 ]"
274,"[ 1.2824887   1.7259955  -0.9196677  -0.68104905  0.7091396   0.6401563
 -0.26643378 -0.93017334 -0.78871214 -0.77174556]"
275,"[-0.9260054  -1.1461095   1.4525782   1.2463104  -0.9094209  -0.8715415
 -0.14025147  1.2483109   0.01924415  0.02688489]"
276,"[ 1.1692283   1.9235684  -1.0363017  -0.6700848   0.6144046   0.4673396
 -0.22011848 -0.9321297  -0.78211373 -0.5337936 ]"
277,"[ 1.0594965   1.9185047  -0.84367734 -0.6796196   0.7366083   0.6376168
 -0.48274612 -0.8457431  -0.74960035 -0.75083953]"
278,"[-1.0004072  -0.8809716   1.4226941   1.0985795  -1.0204829  -1.0230923
 -0.08294782  1.3751129   0.05679079  0.0547247 ]"
279,"[ 1.1372871   1.9192504  -0.9011574  -0.7527744   0.6754397   0.57352424
 -0.47628802 -0.8736999  -0.755419   -0.54616266]"
280,"[ 1.3803059   1.6233095  -0.9092322  -0.6980433   0.78827244  0.6196351
 -0.36307988 -0.89830124 -0.6961302  -0.8467375 ]"
281,"[ 1.3122706   1.7387093  -0.96434176 -0.6594865   0.71402097  0.5795511
 -0.31502095 -0.8992862  -0.781944   -0.72447354]"
282,"[ 0.9448886   1.9107195  -0.8556876  -0.74202937  0.84612894  0.6831088
 -0.55950785 -0.85094875 -0.74392444 -0.6327476 ]"
283,"[ 0.9973003   1.910816   -0.84686923 -0.7028269   0.7912609   0.68483937
 -0.5611239  -0.838264   -0.7345016  -0.70063114]"
284,"[ 1.263677    1.7512832  -0.9515348  -0.82302105  0.7618559   0.59548
 -0.41029462 -0.9138107  -0.6807501  -0.5928847 ]"
285,"[-0.79007673 -1.2115012   1.6114568   1.094183   -0.8841664  -0.97452885
 -0.11444025  1.1595948   0.15171482 -0.04223576]"
286,"[-0.68613976 -1.2336893   0.6599547   2.1478941   0.3851939   0.01798087
  0.09169205  0.37601978 -0.6419007  -1.1170057 ]"
287,"[ 1.0767882   1.8245419  -0.9100391  -0.7490581   0.77298445  0.7285357
 -0.4992311  -0.8987896  -0.7983514  -0.5473807 ]"
288,"[ 1.2171311   1.7709873  -0.90734816 -0.74009323  0.78044647  0.6384386
 -0.4587794  -0.8806437  -0.71595293 -0.70418495]"
289,"[-0.85977215 -1.2816823   1.4076779   1.576106   -0.67858243 -0.52556306
 -0.2507042   1.1040025  -0.16427432 -0.3272079 ]"
290,"[ 1.2178935   1.7962673  -1.0039932  -0.579922    0.6515442   0.60247284
 -0.16543888 -0.94291234 -0.7969479  -0.7789638 ]"
291,"[ 1.2941809   1.570769   -0.97848624 -0.8168188   0.88596666  0.7298331
 -0.46896577 -0.9326448  -0.6709824  -0.6128508 ]"
292,"[ 0.85400724  1.9232565  -0.82471097 -0.73286414  0.8546744   0.7620027
 -0.6709397  -0.8457228  -0.71978974 -0.59991425]"
293,"[ 1.1300373   1.8554448  -0.89397395 -0.6653185   0.7493416   0.6182629
 -0.37827602 -0.87081957 -0.78405535 -0.7606433 ]"
294,"[-0.93562865 -1.1229143   1.5044888   1.3801466  -0.83456147 -0.73177004
 -0.1896582   1.1796145  -0.0761181  -0.17359936]"
295,"[ 1.1759526   1.3674704  -0.76494163 -0.7846945   1.0377934   1.0017576
 -0.42383733 -0.967818   -0.85146016 -0.7902227 ]"
296,"[ 1.1673762   1.7958946  -0.8956493  -0.7915713   0.80689263  0.63749033
 -0.48952186 -0.877717   -0.6674858  -0.6857087 ]"
297,"[-0.9967517  -0.89406085  1.4410443   1.0912058  -1.0184565  -1.022013
 -0.08411932  1.357565    0.05597369  0.06961216]"
298,"[-0.7432443  -1.2775714   1.2689493   1.6051091  -0.67423254 -0.6792554
 -0.20654054  1.2165327  -0.08125959 -0.4284868 ]"
299,"[ 0.9723591   1.8372253  -0.87545127 -0.7578203   0.8039958   0.8129273
 -0.543392   -0.8841013  -0.7868339  -0.5789096 ]"
300,"[ 1.1874069   1.7531091  -0.97214293 -0.85642844  0.7378878   0.67538035
 -0.34424943 -0.9727266  -0.75058126 -0.45765468]"
301,"[ 0.9885026   1.9910843  -0.85219836 -0.70278364  0.7126328   0.6278266
 -0.5793248  -0.80163634 -0.70147085 -0.6826327 ]"
302,"[-0.9736867  -1.0560788   1.235228    1.5303631  -0.86923474 -0.8355272
 -0.15581438  1.2535446   0.01047265 -0.13926665]"
303,"[ 1.1557857   1.914824   -0.96201456 -0.60389763  0.67786294  0.49984896
 -0.2950473  -0.87951165 -0.77260715 -0.73524266]"
304,"[ 1.2018983   1.8762239  -0.8956886  -0.70111483  0.6790106   0.55902755
 -0.40091673 -0.8713744  -0.7436549  -0.7034105 ]"
305,"[ 1.0309271   1.9094146  -0.87958765 -0.77286506  0.68614703  0.7222573
 -0.4824035  -0.8840716  -0.78609824 -0.54371935]"
306,"[ 1.1443537   1.8201255  -0.88586897 -0.74725366  0.74430156  0.6910154
 -0.46197364 -0.88051564 -0.71844614 -0.7057383 ]"
307,"[ 1.1664121   1.7900089  -0.8883129  -0.6431273   0.7893531   0.6517747
 -0.40743873 -0.8692584  -0.79164964 -0.7977617 ]"
308,"[ 1.2354255   1.8288902  -0.9052198  -0.66081834  0.73403513  0.5673341
 -0.51370764 -0.82609755 -0.7198363  -0.74000543]"
309,"[ 1.1819093   1.7943935  -0.95050114 -0.8257182   0.7979642   0.6061589
 -0.5093398  -0.9029558  -0.6619947  -0.52991533]"
310,"[ 1.1677033   1.8143647  -0.91394126 -0.74013543  0.82222474  0.5791836
 -0.45416105 -0.8596748  -0.67076147 -0.744802  ]"
311,"[ 1.2614018   1.7434838  -0.9474199  -0.7973477   0.796612    0.55496883
 -0.3131504  -0.91553175 -0.6748968  -0.7081197 ]"
312,"[ 1.0398929   1.9027561  -0.8377197  -0.74740785  0.7564325   0.6786265
 -0.5427084  -0.8567623  -0.75167    -0.6414393 ]"
313,"[-0.7278061  -1.3597027   1.3241113   1.5594379  -0.6720304  -0.64445645
 -0.22673179  1.183659   -0.11401159 -0.32246926]"
314,"[ 1.1999339   1.844684   -0.9026967  -0.70776165  0.7139457   0.59342
 -0.44825268 -0.8792764  -0.76129776 -0.6526979 ]"
315,"[ 1.4374954   1.3617513  -0.97692347 -0.7830389   0.92146343  0.7240475
 -0.1919184  -0.9581594  -0.71353894 -0.82117736]"
316,"[ 1.2379706   1.7571799  -0.96845454 -0.8446929   0.76661795  0.61417997
 -0.46408752 -0.9147581  -0.66403073 -0.5199238 ]"
317,"[ 1.1483436   1.905094   -0.8499946  -0.6342853   0.7091279   0.5664644
 -0.47293952 -0.8428477  -0.74958056 -0.77938217]"
318,"[-0.88560253 -1.1248776   1.5324856   1.2071075  -0.8875696  -0.88352454
 -0.14632763  1.245786   -0.00328049 -0.05419654]"
319,"[ 1.057814    1.7642826  -0.9328446  -0.8599114   0.8692096   0.72995394
 -0.57183725 -0.9274038  -0.71569216 -0.41357067]"
320,"[ 1.341948    1.6926334  -0.97634375 -0.78541946  0.7410081   0.60495627
 -0.43125862 -0.91660315 -0.72265923 -0.5482608 ]"
321,"[ 1.2049565   1.8328266  -0.8642605  -0.65967625  0.7526048   0.58647245
 -0.50771695 -0.8332725  -0.7309673  -0.7809672 ]"
322,"[ 1.1143643   1.8860835  -0.85841244 -0.7435337   0.75707215  0.6082991
 -0.520748   -0.8594847  -0.71254146 -0.6710985 ]"
323,"[ 1.065285   1.876907  -0.8466389 -0.7548479  0.7348446  0.7119331
 -0.5258417 -0.8673755 -0.7608137 -0.6334528]"
324,"[ 1.1737696   1.865332   -0.9038834  -0.6509099   0.80837375  0.4929472
 -0.48507386 -0.81477976 -0.70600796 -0.779767  ]"
325,"[-0.9120412  -1.0964996   1.4828331   1.2907934  -0.8760322  -0.8259685
 -0.16074315  1.2683835  -0.05324525 -0.11748055]"
326,"[ 1.2019395   1.7604438  -0.87736595 -0.6746511   0.78964484  0.6521798
 -0.39213315 -0.8855211  -0.7378832  -0.836653  ]"
327,"[-0.93537676 -1.0496609   1.5255165   1.2949262  -0.8730306  -0.8008402
 -0.17189     1.2467059  -0.07362984 -0.1627202 ]"
328,"[ 1.1477238   1.8157506  -0.88474166 -0.6673309   0.77715766  0.6614303
 -0.46740672 -0.8535858  -0.75393194 -0.7750657 ]"
329,"[ 1.1138409   1.7980527  -0.85270256 -0.71452695  0.82101494  0.699493
 -0.4978774  -0.86521626 -0.7315666  -0.7705112 ]"
330,"[ 1.0591383   1.8466128  -0.85456324 -0.6859804   0.7463887   0.7759412
 -0.6066006  -0.82369506 -0.7301989  -0.72704273]"
331,"[ 1.2459676   1.7187816  -0.98879933 -0.8675789   0.7420421   0.6504274
 -0.3438815  -0.9691163  -0.7086579  -0.47918475]"
332,"[ 1.1671797  1.7391721 -0.8733071 -0.7164554  0.8249381  0.7096584
 -0.427999  -0.8854519 -0.7280119 -0.8097228]"
333,"[ 1.0823317   1.9077917  -0.8949532  -0.68281215  0.79604906  0.5459031
 -0.43020958 -0.82892334 -0.75198615 -0.7431909 ]"
334,"[ 1.098462    1.9817096  -0.9183514  -0.6145896   0.7277578   0.4356955
 -0.4258512  -0.8141249  -0.73255736 -0.7381511 ]"
335,"[ 1.1002382   1.926324   -0.9042049  -0.66255975  0.7444552   0.5527958
 -0.4815188  -0.81254894 -0.7234375  -0.739544  ]"
336,"[ 1.2476417   1.7135296  -0.9096468  -0.80428535  0.7355041   0.71667206
 -0.40995196 -0.9247186  -0.7915966  -0.5731483 ]"
337,"[-0.680688   -1.4691541   1.5526648   1.5104847  -0.5073264  -0.4609483
 -0.30247474  0.9551952  -0.16941318 -0.42833975]"
338,"[ 1.2855675   1.6407393  -0.9549926  -0.85462755  0.88843644  0.5993278
 -0.38179836 -0.95270187 -0.68282044 -0.5871311 ]"
339,"[ 1.1311587   1.8194525  -0.9091223  -0.59414065  0.8448421   0.5558829
 -0.35367912 -0.8977739  -0.76578784 -0.83083296]"
340,"[ 1.0738275   1.8762019  -0.8402702  -0.6803391   0.8067567   0.6105386
 -0.43927088 -0.87812513 -0.7451352  -0.78418344]"
341,"[-0.7647834  -1.4218413   1.1778287   1.9430655  -0.29769003 -0.27787337
 -0.3318436   0.714988   -0.08078949 -0.66106075]"
342,"[ 1.1839235   1.8282163  -0.90934855 -0.75784135  0.7265125   0.6107611
 -0.39664972 -0.9161404  -0.78357184 -0.58586115]"
343,"[-0.9079282  -1.1204808   1.4619771   1.331049   -0.8623228  -0.81019896
 -0.16876586  1.2511429  -0.0553266  -0.11914553]"
344,"[ 0.98122555  1.8564702  -0.8986382  -0.798224    0.78451705  0.7807219
 -0.55240196 -0.8805893  -0.75912863 -0.51395196]"
345,"[ 1.1951665   1.8127375  -0.9563915  -0.7918853   0.7470454   0.60947657
 -0.46386787 -0.8867256  -0.7101793  -0.555377  ]"
346,"[ 1.1670103   1.777851   -0.9338365  -0.79043114  0.80837643  0.6489306
 -0.45561484 -0.9068385  -0.7311262  -0.5843213 ]"
347,"[ 1.1407355   1.8284305  -0.8629626  -0.68301916  0.7887971   0.64278626
 -0.49102995 -0.84814626 -0.7579822  -0.7576084 ]"
348,"[ 1.2026712   1.782331   -0.90775067 -0.72051835  0.78129345  0.62654155
 -0.40572935 -0.8714333  -0.7271751  -0.76023024]"
349,"[ 1.5218979   1.572633   -0.92747366 -0.6289704   0.69351417  0.52787787
 -0.2373593  -0.9193382  -0.7333921  -0.8693893 ]"
350,"[ 1.0297542   1.8772392  -0.8221936  -0.69851816  0.81459     0.68261206
 -0.55450433 -0.8424922  -0.73861593 -0.7478709 ]"
351,"[ 1.1312602   1.8421842  -0.8671684  -0.6716806   0.7335724   0.6958037
 -0.53212225 -0.8379508  -0.7499731  -0.7439255 ]"
