,embeddings
1305,"[ 1.0196993   1.8644527  -0.956108   -0.8122042   0.8218414   0.6522568
 -0.46071774 -0.94321275 -0.6384428  -0.54756546]"
1306,"[ 1.1005626   1.8847878  -0.92286026 -0.6467666   0.75777656  0.5853713
 -0.39565182 -0.8897021  -0.6480506  -0.82546556]"
1307,"[ 1.0991588   1.9051013  -0.98334354 -0.8227797   0.72490925  0.5682899
 -0.49235025 -0.91158664 -0.5958715  -0.49152783]"
1308,"[ 0.96366817  1.9463592  -0.90312403 -0.8021313   0.74888134  0.66051006
 -0.5451175  -0.90993613 -0.70199096 -0.45711842]"
1309,"[ 1.057404    1.8560104  -0.92587596 -0.70754594  0.7946969   0.6690172
 -0.44014332 -0.9204496  -0.65502113 -0.7280934 ]"
1310,"[-0.9515022  -1.0356201   1.544759    1.310223   -0.88759285 -0.8047707
 -0.18481712  1.1965946  -0.08465645 -0.10261724]"
1311,"[-0.7910548  -1.2500225   1.4154731   1.5443678  -0.7082926  -0.6654084
 -0.22881004  1.1403425  -0.12433057 -0.3322648 ]"
1312,"[ 1.0896727   1.8993797  -0.9834456  -0.6683348   0.6802439   0.62848747
 -0.34321097 -0.9420159  -0.71474105 -0.64603627]"
1313,"[-0.9815571  -0.9645607   1.4829463   1.2496002  -0.95259124 -0.9017593
 -0.14263879  1.2660931  -0.03316401 -0.0223684 ]"
1314,"[ 1.2825677   1.7681773  -1.1070638  -0.7089217   0.56636804  0.56469405
 -0.14759216 -1.0514133  -0.7458497  -0.42096555]"
1315,"[ 1.1627003   1.8929503  -0.9797275  -0.74856514  0.6947695   0.51633203
 -0.33495668 -0.93410635 -0.6842602  -0.5851367 ]"
1316,"[ 1.1847452   1.8324112  -0.93354243 -0.6716989   0.712828    0.61170435
 -0.37123346 -0.93211186 -0.7243859  -0.70871675]"
1317,"[ 1.1945033   1.8512874  -1.019581   -0.7169139   0.6912522   0.5467232
 -0.33111802 -0.94672173 -0.67944485 -0.5899863 ]"
1318,"[-0.93826234 -1.0952603   1.5212752   1.1897936  -0.9469472  -0.92856824
 -0.13500603  1.1835543   0.05187206  0.09754903]"
1319,"[ 1.2086966   1.4902078  -0.9830599  -0.8171584   0.94369066  0.8498413
 -0.28947255 -1.0056024  -0.71203893 -0.68510365]"
1320,"[ 1.2468297   1.8842386  -1.0372436  -0.6736178   0.68493646  0.4001569
 -0.33355078 -0.9108617  -0.6178515  -0.64303714]"
1321,"[ 1.2995217   1.8086867  -1.0647798  -0.6364164   0.6060546   0.51344204
 -0.24405947 -0.96358865 -0.7382421  -0.5806194 ]"
1322,"[ 1.0666873   1.9006355  -0.92797625 -0.75168514  0.7617205   0.614884
 -0.48110634 -0.9003165  -0.655863   -0.6269789 ]"
1323,"[ 1.0302622   1.8882107  -0.94061244 -0.79567385  0.7309584   0.6993923
 -0.48194996 -0.92361987 -0.6988432  -0.5081242 ]"
1324,"[ 1.0745544   1.9613956  -0.90944004 -0.69900256  0.7601106   0.4745653
 -0.42238483 -0.8700661  -0.6297018  -0.74003077]"
1325,"[ 1.2526973   1.7838172  -0.9779352  -0.7026331   0.7278161   0.5660094
 -0.33692685 -0.95114195 -0.6402129  -0.7214902 ]"
1326,"[ 1.0914474   1.828382   -0.9389745  -0.74419534  0.8009757   0.662996
 -0.43071285 -0.93075186 -0.6874625  -0.6517046 ]"
1327,"[ 1.0881432   1.8537247  -0.9374959  -0.74090016  0.7004141   0.72158986
 -0.4729135  -0.93481475 -0.75441545 -0.5233323 ]"
1328,"[ 1.1609439   1.8559679  -0.97844124 -0.7188382   0.7006901   0.6004822
 -0.4139542  -0.9542217  -0.7144484  -0.5381794 ]"
1329,"[ 1.1804389   1.8584763  -0.9391994  -0.6373422   0.7625017   0.5241831
 -0.42565396 -0.8960791  -0.6617799  -0.76554614]"
1330,"[ 0.9778319   2.0246015  -0.96522886 -0.752392    0.73048586  0.50581884
 -0.5856978  -0.83904916 -0.6172933  -0.4790768 ]"
1331,"[ 1.1137019   0.1992669  -0.78568673 -0.13639304  1.512992    1.4217111
 -0.79976    -0.84190744 -0.7810454  -0.9028793 ]"
1332,"[ 1.0890709   1.901934   -0.92381704 -0.7079713   0.733734    0.6074896
 -0.43821523 -0.9101479  -0.6807091  -0.6713672 ]"
1333,"[-0.9011922  -1.1354839   1.3612744   1.5288403  -0.8007334  -0.72166926
 -0.2109929   1.2015175  -0.10481483 -0.2167459 ]"
1334,"[ 1.0877401   1.9264246  -0.92280966 -0.7514358   0.7308811   0.56360686
 -0.4476166  -0.8986542  -0.63910013 -0.6490358 ]"
1335,"[ 1.253607    1.8323845  -1.0294191  -0.6552301   0.6596835   0.47580984
 -0.19588041 -0.96590745 -0.6456583  -0.7293889 ]"
1336,"[ 0.1459187  -1.9693509   2.0015554   0.5256874   0.20353556 -0.21828854
 -0.40132007  0.3423299   0.03991356 -0.66998136]"
1337,"[ 1.2499168   1.7957823  -0.97081506 -0.67962736  0.7474231   0.52781385
 -0.32368433 -0.91242343 -0.6659571  -0.76842886]"
1338,"[ 1.1508858   1.8833386  -0.95266557 -0.6574227   0.73252106  0.5302512
 -0.3535249  -0.92106    -0.6937548  -0.71856827]"
1339,"[ 1.1567247  1.8683771 -0.929546  -0.669069   0.7135029  0.5872921
 -0.3943506 -0.9315906 -0.6907649 -0.7105759]"
1340,"[ 1.2758236   1.7105756  -1.0585747  -0.87337625  0.7677572   0.5575438
 -0.32326114 -0.9953525  -0.5769541  -0.48418233]"
1341,"[-0.94570035 -1.0677868   1.4429318   1.4207693  -0.86317784 -0.77791417
 -0.19002654  1.2052188  -0.09219482 -0.13211948]"
1342,"[ 0.96916497  1.926502   -0.92369485 -0.7604431   0.7854617   0.66561145
 -0.4834056  -0.88795245 -0.6775471  -0.6136965 ]"
1343,"[ 1.219486    1.4087163  -0.9930099  -0.8580656   1.0489851   0.8775724
 -0.5349291  -0.9393151  -0.53955716 -0.6898837 ]"
1344,"[ 1.0438925   1.9478726  -0.9072185  -0.7475096   0.7223699   0.59880775
 -0.5704998  -0.89042455 -0.69559014 -0.50170106]"
1345,"[ 1.1992469   1.872056   -0.9751285  -0.64197034  0.7137148   0.46474212
 -0.2688025  -0.9273557  -0.66913164 -0.76737046]"
1346,"[ 1.1895452   1.8464645  -0.9531407  -0.6777411   0.7443468   0.5395211
 -0.36349073 -0.90374106 -0.67197317 -0.74979013]"
1347,"[-0.9741218  -1.0274725   1.4488747   1.3415747  -0.91143227 -0.8306862
 -0.16949894  1.2409054  -0.0624226  -0.05572049]"
1348,"[ 1.1256218   1.8401017  -0.95263076 -0.7215011   0.77033335  0.6156353
 -0.38103092 -0.9305652  -0.6480038  -0.71795976]"
1349,"[ 1.1395969   1.9113628  -0.9810715  -0.6545886   0.7190723   0.50946164
 -0.38726002 -0.9006091  -0.68123263 -0.67473173]"
1350,"[-0.8301012  -1.1120014   1.0129095   2.119101   -0.32185006 -0.34222326
 -0.3293056   0.8047862  -0.30107373 -0.70024145]"
1351,"[ 1.13331     1.8588283  -0.9178164  -0.70069194  0.76706856  0.5920153
 -0.4287198  -0.90542066 -0.6420945  -0.75647926]"
1352,"[ 1.1185355   1.8976254  -0.99447644 -0.58638614  0.7238502   0.55492866
 -0.38152015 -0.9025703  -0.73135126 -0.6986366 ]"
1353,"[-0.9503007  -1.0539747   1.4620223   1.4146245  -0.86243296 -0.77356523
 -0.19443561  1.1989768  -0.10008621 -0.14082791]"
1354,"[ 1.0209131   1.9533687  -0.9738322  -0.7283021   0.763032    0.5676107
 -0.6905168  -0.82918566 -0.6048418  -0.47824526]"
1355,"[ 1.0733908   1.8321427  -0.9476114  -0.7688938   0.76589096  0.7220717
 -0.49306336 -0.92107904 -0.6816852  -0.58116347]"
1356,"[ 1.1248132   1.8247257  -0.96864235 -0.7411117   0.7332483   0.6756885
 -0.3960565  -0.9521593  -0.73488003 -0.56562537]"
1357,"[ 1.1809926   1.8565102  -0.99404866 -0.6960544   0.71466434  0.55180275
 -0.36469895 -0.9320023  -0.6875187  -0.6296471 ]"
1358,"[ 1.0904589   1.9021769  -0.93586963 -0.7346184   0.7373256   0.6071185
 -0.45969152 -0.8766611  -0.65400636 -0.67623216]"
1359,"[ 1.0850949   1.8797156  -0.9461234  -0.7048893   0.72956717  0.64472663
 -0.39969072 -0.93186057 -0.7013104  -0.65523064]"
1360,"[-0.66033214 -1.2401145   0.32686126  1.9444715   0.9159371   0.8869169
 -0.5875316  -0.0820354  -0.6306048  -0.8735686 ]"
1361,"[ 1.1693438   1.8184073  -0.96301496 -0.73866504  0.7408358   0.62817156
 -0.3985344  -0.93454653 -0.7029719  -0.6190259 ]"
1362,"[ 1.347618    1.3495929  -0.91838706 -0.76217246  1.085898    0.7707532
 -0.5731166  -0.9005477  -0.54815453 -0.8514842 ]"
1363,"[ 1.172867    1.8140125  -0.92689204 -0.6616199   0.78145605  0.5880497
 -0.38759524 -0.91574395 -0.63441736 -0.83011687]"
1364,"[ 1.1147366   1.839371   -0.94970435 -0.7509705   0.7562758   0.65579325
 -0.4175746  -0.9259782  -0.6780792  -0.64386904]"
1365,"[ 1.2351707   1.8197107  -1.0219818  -0.75817186  0.76717865  0.46073678
 -0.3370122  -0.929851   -0.59424543 -0.64153445]"
1366,"[ 0.99809957  1.9362313  -0.97446406 -0.7651943   0.77109635  0.5976844
 -0.72626114 -0.85972637 -0.59732246 -0.38014323]"
1367,"[ 1.1350676   1.8498397  -0.93754065 -0.7047039   0.740735    0.63041544
 -0.43432423 -0.9330122  -0.7076236  -0.6388531 ]"
1368,"[-0.8524352  -1.1079278   0.7074321   2.0627627  -0.5444217  -0.5624298
 -0.24280894  1.124756    0.00967542 -0.5946028 ]"
1369,"[ 1.261589    1.8330113  -1.0614455  -0.6780523   0.6628174   0.4651495
 -0.25884113 -0.9713146  -0.7006335  -0.5522801 ]"
1370,"[ 1.2241588   1.8055367  -0.9766918  -0.66934496  0.73425543  0.56797785
 -0.3452834  -0.9270593  -0.7007307  -0.7128191 ]"
1371,"[ 1.0158666   1.931458   -0.9038717  -0.7723227   0.7206048   0.66579115
 -0.53734857 -0.90894777 -0.68624187 -0.52498865]"
1372,"[ 1.2015507   1.9366165  -1.0227692  -0.6756774   0.64380145  0.42359617
 -0.36098573 -0.8842079  -0.65241164 -0.6095132 ]"
1373,"[ 1.2178917   1.7823291  -0.9710427  -0.6845984   0.7272859   0.6414138
 -0.3908229  -0.9315121  -0.68392754 -0.7070168 ]"
1374,"[-0.9624232  -0.98384184  1.5214214   1.2048693  -0.950207   -0.90956694
 -0.14320968  1.2600667  -0.02836744 -0.00874147]"
1375,"[ 0.91469365  1.9499493  -0.87678313 -0.74013823  0.79871833  0.6940551
 -0.58038837 -0.86668956 -0.6599689  -0.6334479 ]"
1376,"[ 1.1786686   1.8501217  -0.92733467 -0.61227053  0.72626376  0.5545495
 -0.32727867 -0.93001145 -0.72629917 -0.78640825]"
1377,"[ 1.2030791   1.863732   -1.0138364  -0.682347    0.7347396   0.46357718
 -0.32369727 -0.92283255 -0.6538922  -0.66852146]"
1378,"[ 1.2634752   1.83193    -1.0455544  -0.5880177   0.6685633   0.47274828
 -0.2501468  -0.92562044 -0.7037883  -0.7235895 ]"
1379,"[ 1.1971159   1.8212304  -0.9691771  -0.6856286   0.7191478   0.58783877
 -0.32580274 -0.9240533  -0.6442312  -0.7764403 ]"
1380,"[ 1.1014798   1.8471913  -0.9573056  -0.7278753   0.75392395  0.6576652
 -0.4737979  -0.94709766 -0.72583014 -0.5283534 ]"
1381,"[ 1.3015068   1.7968584  -1.0457609  -0.67013144  0.6787864   0.47245106
 -0.25226948 -0.94585955 -0.68435955 -0.6512214 ]"
1382,"[-0.9842963  -0.9500449   1.4891921   1.2095847  -0.9618037  -0.91832894
 -0.1376471   1.2883388  -0.02045498 -0.01453965]"
1383,"[ 1.0710437   1.8709638  -0.9521934  -0.77598333  0.7330061   0.6773987
 -0.48791474 -0.92897314 -0.69714725 -0.5102002 ]"
1384,"[ 1.1701877   1.8295436  -0.9573582  -0.74156314  0.6972048   0.6508638
 -0.41763595 -0.94749314 -0.7163452  -0.5674051 ]"
1385,"[ 1.0872931   1.9370565  -0.9848564  -0.70656043  0.7199122   0.5243315
 -0.3671054  -0.9003529  -0.64604104 -0.66367716]"
1386,"[-0.8939421  -1.158747    1.5384659   1.3584708  -0.83977896 -0.7554334
 -0.20109458  1.1449085  -0.08953957 -0.10330957]"
1387,"[-1.0128741  -1.009891    1.5352392   1.0971208  -0.996759   -0.9302479
 -0.17129855  1.1699147  -0.04775394  0.36654967]"
1388,"[ 1.0970159   1.8550236  -0.9451881  -0.7128442   0.72572386  0.68693095
 -0.42848325 -0.92392606 -0.7008781  -0.65337515]"
1389,"[ 1.0296316   1.8827236  -0.9282494  -0.72307736  0.78617984  0.6768231
 -0.5117555  -0.8974548  -0.6952128  -0.6196086 ]"
1390,"[ 1.2031782   1.8343061  -0.9820385  -0.7069022   0.67750674  0.60208493
 -0.376715   -0.9434791  -0.7394956  -0.5684454 ]"
1391,"[-0.95942783 -0.9760202   1.4523177   1.1905118  -0.9720991  -0.96433634
 -0.12078107  1.3076004   0.01345304  0.02878186]"
1392,"[ 1.2998866   1.7203445  -1.006006   -0.78850144  0.7621257   0.533981
 -0.27549577 -0.99527425 -0.6564507  -0.59460974]"
1393,"[-0.9839531  -0.9702745   1.4852597   1.248762   -0.94654757 -0.88228077
 -0.14757955  1.2750583  -0.03909576 -0.03934868]"
1394,"[ 1.3585246   1.56857    -1.0266589  -0.8678904   0.77759826  0.6925488
 -0.38659754 -1.0188309  -0.6292113  -0.46805206]"
1395,"[ 1.1708732   1.8929598  -1.0315536  -0.5550948   0.6749415   0.49393797
 -0.27266565 -0.9089751  -0.7081775  -0.7562459 ]"
1396,"[ 1.1482614   1.7774987  -1.0363603  -0.9032259   0.7550068   0.6491366
 -0.5013081  -0.9585485  -0.6025579  -0.32790247]"
1397,"[-0.8788806  -1.1642947   1.4743541   1.5072072  -0.75160336 -0.6498169
 -0.23769209  1.1307662  -0.13812295 -0.29191685]"
1398,"[ 1.1570698   1.8786156  -0.97735924 -0.77279574  0.679772    0.570702
 -0.3603878  -0.9531688  -0.6667114  -0.5557366 ]"
1399,"[-0.9644956  -1.0055392   1.512435    1.253094   -0.92186385 -0.85511434
 -0.15986636  1.2597985  -0.04879514 -0.06965296]"
1400,"[-0.9801549  -0.9206671   1.4732584   1.1623461  -0.9864126  -0.971138
 -0.11862473  1.3189694   0.00932081  0.01310271]"
1401,"[ 1.0319048   1.8726605  -0.9201562  -0.6910682   0.81812894  0.64426994
 -0.42776725 -0.89991945 -0.65434074 -0.77371293]"
1402,"[ 1.203818    1.866581   -0.98728067 -0.64794147  0.72833925  0.4755139
 -0.33334148 -0.9069824  -0.6567366  -0.74196965]"
1403,"[-0.90321404 -1.1365218   1.5277399   1.3699465  -0.82842475 -0.7504326
 -0.20277491  1.1657597  -0.08276768 -0.1593102 ]"
1404,"[ 1.1386975   1.8791722  -0.9768508  -0.7766711   0.70134693  0.59102136
 -0.43122655 -0.9224177  -0.6819349  -0.5211384 ]"
1405,"[-0.5537521  -1.4479723   1.971144    1.0010436  -0.6305654  -0.69656825
 -0.2602195   0.8515568  -0.06246528 -0.17220142]"
1406,"[ 1.1374205   1.8780675  -0.9833378  -0.6735074   0.71140784  0.5487154
 -0.2756581  -0.95488983 -0.69234097 -0.6958761 ]"
1407,"[-0.9742919  -1.0078013   1.4755477   1.3576638  -0.8943566  -0.8159915
 -0.1768424   1.2244889  -0.07860302 -0.10981355]"
1408,"[ 1.1792185   1.8666288  -0.9823925  -0.7449469   0.6760064   0.58613765
 -0.3965853  -0.916037   -0.6798664  -0.58816296]"
1409,"[ 1.1891872  1.8837751 -0.9556176 -0.7083253  0.6874661  0.5350141
 -0.4081573 -0.9173463 -0.6884647 -0.6175315]"
1410,"[ 1.1377909   1.9060663  -0.9801419  -0.79686904  0.6986655   0.54882205
 -0.51024145 -0.89116645 -0.63862246 -0.4743033 ]"
1411,"[-0.9140848  -1.086217    1.5108627   1.293854   -0.8773013  -0.824286
 -0.17742668  1.238081   -0.05910372 -0.10437826]"
1412,"[ 1.0564612   1.8787868  -0.9326439  -0.7855888   0.7638523   0.6611347
 -0.4927981  -0.91826195 -0.65316063 -0.5777822 ]"
1413,"[ 1.1306562   1.9169062  -0.9544934  -0.64921397  0.677167    0.5495914
 -0.36335558 -0.92544407 -0.76426995 -0.6175444 ]"
1414,"[ 1.1722914   1.512848   -1.0028865  -0.826413    0.9269244   0.89701086
 -0.44299692 -1.0029591  -0.71971405 -0.5141057 ]"
1415,"[ 1.0698742   1.91269    -0.91968465 -0.73510355  0.7448111   0.60754114
 -0.5007619  -0.90345824 -0.69257885 -0.5833305 ]"
1416,"[-0.83055043 -1.1933627   1.281498    1.6556382  -0.7519231  -0.7666239
 -0.2002008   1.1135072  -0.04865711 -0.2593254 ]"
1417,"[-0.9801631  -0.84464926  1.4833219   1.0559368  -1.0232067  -1.0453776
 -0.09374277  1.3632514   0.03991058  0.04471869]"
1418,"[ 1.1557369   1.8760145  -1.0018376  -0.6759478   0.69349056  0.56069446
 -0.34906343 -0.94582814 -0.72800684 -0.5852523 ]"
1419,"[-0.99231154 -0.8962282   1.4763246   1.1780207  -0.98366493 -0.9602171
 -0.12220329  1.3191085  -0.00424254 -0.01458632]"
1420,"[ 1.1045338   1.9050584  -0.9689282  -0.6923028   0.68556076  0.59849495
 -0.36003482 -0.9400614  -0.708488   -0.6238319 ]"
1421,"[-0.9794467  -0.9726801   1.5006709   1.2603381  -0.93640554 -0.872842
 -0.15635304  1.259221   -0.04546278 -0.05703975]"
1422,"[ 1.1137245   1.8723625  -0.976436   -0.71143126  0.7303163   0.60043263
 -0.36730173 -0.94593126 -0.70864314 -0.60709256]"
1423,"[ 1.0121073   1.9222052  -0.9135028  -0.69706666  0.7909532   0.618988
 -0.48472923 -0.8913897  -0.6960305  -0.6615346 ]"
1424,"[-0.9558639  -1.062636    1.4407699   1.4708781  -0.84686893 -0.7379064
 -0.20461172  1.1725559  -0.11359988 -0.16271716]"
1425,"[ 1.0775777   1.908664   -1.0058199  -0.5334191   0.6981539   0.59532857
 -0.35146174 -0.9223922  -0.79635024 -0.6702816 ]"
1426,"[ 1.201323    1.8709166  -0.99231654 -0.71793866  0.71849287  0.49583676
 -0.38674557 -0.90567315 -0.6536001  -0.63029474]"
1427,"[ 1.0340031   1.8702389  -0.9191534  -0.7562301   0.74256647  0.7245899
 -0.44964936 -0.92973924 -0.7154493  -0.60117704]"
1428,"[ 1.1169994   1.9064773  -0.98280156 -0.72796845  0.7525122   0.5190006
 -0.40381107 -0.8805819  -0.6117076  -0.6881196 ]"
1429,"[ 1.0674254   1.9198549  -0.9530105  -0.6864874   0.7661251   0.5379846
 -0.36289972 -0.9097079  -0.62478876 -0.7544965 ]"
1430,"[ 1.2093444   1.814881   -0.9547319  -0.71099     0.7250656   0.58507943
 -0.342654   -0.9257426  -0.65612346 -0.74412817]"
1431,"[ 1.0366096   1.8873633  -0.93301755 -0.6995271   0.7720113   0.6623059
 -0.43128198 -0.9003653  -0.6834071  -0.71069145]"
1432,"[ 1.1454923   1.8946431  -0.97992694 -0.64341724  0.66304994  0.5736224
 -0.33282703 -0.9430439  -0.74478406 -0.6328085 ]"
1433,"[-0.96340466 -0.9750594   1.5085995   1.238853   -0.9315351  -0.8849875
 -0.15269029  1.2763795  -0.04550154 -0.07065372]"
1434,"[ 1.15415     1.8491575  -0.966346   -0.68193406  0.7592289   0.57611054
 -0.41781902 -0.924006   -0.7174135  -0.6311283 ]"
1435,"[ 1.2429508   1.8575317  -1.0860916  -0.668538    0.6655325   0.3576216
 -0.09064437 -0.97043896 -0.62247336 -0.6854504 ]"
1436,"[ 1.0555099   1.836613   -1.0032537  -0.87893075  0.7730268   0.65320975
 -0.6518599  -0.93740004 -0.5770596  -0.2698559 ]"
1437,"[-0.55972445 -1.060799    0.2216189   2.3455176  -0.11094682 -0.49283364
 -0.18589294  0.9136359  -0.13949803 -0.93107754]"
1438,"[ 1.1025894   1.9123032  -0.9605374  -0.7636682   0.6982405   0.5853471
 -0.43224338 -0.9272663  -0.6661848  -0.54858094]"
1439,"[ 1.1679232   1.830043   -0.9422087  -0.6808669   0.7472358   0.6013997
 -0.37993822 -0.9405658  -0.66785467 -0.7351674 ]"
1440,"[ 1.1217003   1.8632897  -0.9529411  -0.68366134  0.7266437   0.6400467
 -0.4287605  -0.9041248  -0.6794491  -0.7027448 ]"
1441,"[-0.7865349  -1.2888489   1.4414324   1.6354086  -0.63324213 -0.5477092
 -0.27662554  1.0104123  -0.1880209  -0.36627167]"
1442,"[ 1.1650252   1.8750231  -0.9424524  -0.6557311   0.7300119   0.54587746
 -0.39533702 -0.8999133  -0.70881295 -0.7136907 ]"
1443,"[ 1.1128421   1.837608   -0.9997837  -0.8588838   0.6922366   0.6658341
 -0.4172914  -0.97690773 -0.66803855 -0.38761684]"
1444,"[ 1.2269907   1.7987738  -0.94841415 -0.67095417  0.7356998   0.5738286
 -0.34274995 -0.9232786  -0.6309156  -0.81898046]"
1445,"[-0.9815481  -0.94603366  1.4935505   1.1922133  -0.9688154  -0.92902094
 -0.13216539  1.2923421  -0.01236493 -0.00815734]"
1446,"[ 1.1371199   1.84748    -1.0267116  -0.8137899   0.72345465  0.5841337
 -0.3466489  -0.9633229  -0.65108794 -0.49062657]"
1447,"[-0.8634603  -1.1529942   1.4437816   1.5017854  -0.76898754 -0.68320554
 -0.229304    1.1738701  -0.14874241 -0.27274314]"
1448,"[ 0.96441126  1.8999143  -0.90143126 -0.77178043  0.8180554   0.6976341
 -0.6183559  -0.8790787  -0.67424035 -0.53512836]"
1449,"[ 1.1099405   1.8512472  -0.9249685  -0.66617054  0.77075636  0.62523276
 -0.3963448  -0.9130928  -0.6787234  -0.77787614]"
1450,"[ 1.1879126   1.8564173  -1.0017471  -0.7451454   0.7186073   0.5191665
 -0.33826464 -0.93877643 -0.7021937  -0.5559756 ]"
1451,"[ 1.1456087   1.8837882  -0.95950705 -0.7132298   0.76872426  0.51181144
 -0.40569583 -0.8895191  -0.6569368  -0.68504316]"
1452,"[ 1.1484326   1.8822513  -0.96182495 -0.69389975  0.72557914  0.5480223
 -0.37290338 -0.92095697 -0.6796242  -0.67507607]"
1453,"[ 1.0888102   1.9269288  -0.9533053  -0.7239343   0.69064885  0.5956142
 -0.4758324  -0.91706413 -0.68888146 -0.542985  ]"
1454,"[ 1.1883074   1.8570806  -1.0050924  -0.6267687   0.66761523  0.56921464
 -0.30201176 -0.9397533  -0.7046723  -0.7039192 ]"
1455,"[ 1.2884452   1.7503287  -1.0215913  -0.75611776  0.7177815   0.55339825
 -0.29141194 -0.97809297 -0.64858997 -0.61414933]"
1456,"[ 1.2369657   1.795439   -0.98913836 -0.72061294  0.7185609   0.574217
 -0.3454278  -0.9562874  -0.71094733 -0.6027685 ]"
1457,"[ 1.2464826   1.8523085  -1.0454543  -0.70313877  0.6306369   0.4878837
 -0.25438318 -0.9664748  -0.70983213 -0.5380292 ]"
1458,"[-0.77215916 -1.1666409   0.6715405   2.157493   -0.3808778  -0.47238
 -0.29566568  0.9395996   0.08772789 -0.7686377 ]"
1459,"[-0.98487383 -0.86622995  1.470243    1.0828927  -1.0189441  -1.031761
 -0.09601361  1.3524075   0.03783523  0.05444426]"
1460,"[ 1.0645951   1.875205   -0.95086503 -0.77404183  0.7386147   0.6695923
 -0.43460763 -0.9310772  -0.6866642  -0.5707509 ]"
1461,"[ 1.2179765   1.7966985  -0.9272911  -0.6357624   0.754839    0.5696635
 -0.34578675 -0.9295012  -0.64978725 -0.85104823]"
1462,"[-0.9938198  -0.89196604  1.4613451   1.1579936  -0.99712753 -0.9812725
 -0.1138828   1.3302842   0.0091479   0.0192981 ]"
1463,"[ 0.97108924  1.8776453  -0.94949585 -0.8206836   0.7448871   0.7518687
 -0.55915505 -0.9297039  -0.72898674 -0.35746512]"
1464,"[ 1.1106942   1.8411219  -0.9570176  -0.75006104  0.71046525  0.6909991
 -0.42692867 -0.95737934 -0.73313123 -0.5287624 ]"
1465,"[ 1.0693219   1.8704507  -0.921419   -0.6999369   0.7586305   0.6772447
 -0.4920364  -0.9076744  -0.70413613 -0.6504451 ]"
1466,"[ 1.0905272   1.8589805  -0.9468773  -0.70691293  0.79458755  0.6159274
 -0.432987   -0.91345346 -0.6524056  -0.70738626]"
1467,"[ 1.092686    1.8793758  -0.9510683  -0.78805983  0.70044816  0.66846114
 -0.47937435 -0.91531116 -0.6894228  -0.51773447]"
1468,"[ 1.1449536   1.8245091  -1.0139712  -0.8359981   0.75972885  0.6060974
 -0.48704508 -0.9341659  -0.61152595 -0.45258322]"
1469,"[ 1.1678573   1.8912292  -0.9773413  -0.73608917  0.6949202   0.5222375
 -0.37636024 -0.93405426 -0.6907618  -0.5616379 ]"
1470,"[ 1.0732251   1.9139858  -0.958597   -0.71979225  0.76325643  0.5649097
 -0.4502667  -0.91056097 -0.6374584  -0.6387013 ]"
1471,"[ 1.0410948  1.9195536 -0.8906059 -0.6892984  0.7688274  0.6104972
 -0.4570488 -0.882143  -0.6729756 -0.7479005]"
1472,"[ 1.1447588   1.476378   -0.80393016 -0.8042805   0.9892728   0.9146704
 -0.3152474  -1.0420378  -0.7780106  -0.781574  ]"
1473,"[ 1.316326    1.7182163  -1.0342517  -0.7259754   0.6965915   0.58725315
 -0.2754795  -0.9821834  -0.6816829  -0.61881435]"
1474,"[ 1.1087018   1.8599757  -0.9454399  -0.73209774  0.7490154   0.6310866
 -0.40911117 -0.9348248  -0.6612723  -0.6660342 ]"
1475,"[ 1.0821091   1.911166   -0.9429886  -0.74209803  0.75678104  0.5720895
 -0.45910624 -0.8932066  -0.678846   -0.60590005]"
1476,"[ 0.9691775   1.9202546  -0.9036624  -0.7681759   0.786571    0.67993665
 -0.527968   -0.90799165 -0.66578734 -0.58235455]"
1477,"[-0.84411    -1.3022947   1.3912752   1.786061   -0.35805222 -0.27218968
 -0.36564782  0.8157714  -0.19909523 -0.65171826]"
1478,"[ 1.1009302   1.8525561  -0.9402827  -0.7482141   0.7491785   0.6555957
 -0.41182104 -0.93793446 -0.6746613  -0.6453473 ]"
1479,"[ 1.1343089   1.8856072  -1.0007458  -0.65311587  0.6727709   0.5968765
 -0.33553684 -0.93896735 -0.69109815 -0.67009956]"
1480,"[ 1.624171    0.29584792 -0.27726355 -0.6201818   1.396908    0.92312837
 -0.7083642  -0.6065475  -0.80883104 -1.2188668 ]"
1481,"[ 1.0066468   1.9080092  -0.92350864 -0.67553884  0.7930345   0.6321174
 -0.41007057 -0.91732913 -0.70337933 -0.7099819 ]"
1482,"[-0.9170032  -1.1155901   1.5402455   1.3508972  -0.8436624  -0.76870805
 -0.20074515  1.1627162  -0.0848953  -0.12325456]"
1483,"[ 1.2147774  1.7986754 -0.9781675 -0.6063154  0.7209712  0.5914589
 -0.3096304 -0.9301367 -0.6935737 -0.80806  ]"
1484,"[-0.8562653  -1.1790144   1.4228375   1.5450485  -0.7495301  -0.66182137
 -0.23308223  1.1442019  -0.15180317 -0.28057134]"
1485,"[ 1.2709175   0.88672215 -0.8742568  -0.44341198  1.3687079   1.033028
 -0.7742855  -0.8894328  -0.61376226 -0.9642259 ]"
1486,"[ 1.1295861   1.818265   -0.954469   -0.70336545  0.73321444  0.69195944
 -0.40093574 -0.9487463  -0.7189956  -0.64651287]"
1487,"[ 1.1714873   1.8182223  -0.9874815  -0.78801244  0.72754955  0.6259571
 -0.45058283 -0.9615567  -0.64542544 -0.5101581 ]"
1488,"[ 1.2082142   1.865556   -0.98793256 -0.69177324  0.6962295   0.50061613
 -0.33150032 -0.9415817  -0.709911   -0.6079173 ]"
