,embeddings
1408,"[-0.10085109 -0.27557033  0.85198784 -0.97314626 -1.3016081   0.1879218
  0.1599776   0.7713317  -1.1864202   1.8663752   1.1792185   1.8666288
 -0.9823925  -0.7449469   0.6760064   0.58613765 -0.3965853  -0.916037
 -0.6798664  -0.58816296]"
1409,"[-0.24229966 -0.27444384  1.1142759  -0.9366218  -1.1805261  -0.54886466
  0.1055759   1.4394397  -0.9282399   1.4517038   1.1891872   1.8837751
 -0.9556176  -0.7083253   0.6874661   0.5350141  -0.4081573  -0.9173463
 -0.6884647  -0.6175315 ]"
1410,"[-0.03402088  0.2998087  -0.73368526 -0.47251138 -0.17331773  0.38778952
 -0.4722202  -0.7358961   2.5998402  -0.6657867   1.1377909   1.9060663
 -0.9801419  -0.79686904  0.6986655   0.54882205 -0.51024145 -0.89116645
 -0.63862246 -0.4743033 ]"
1411,"[-0.537441   -0.2832202   1.2437137  -0.8015065  -0.9938264  -0.87780374
 -0.10539056  1.8481758  -0.49733016  1.0046288  -0.9140848  -1.086217
  1.5108627   1.293854   -0.8773013  -0.824286   -0.17742668  1.238081
 -0.05910372 -0.10437826]"
1412,"[-0.26856026 -0.27309462  1.1980976  -0.8854269  -1.1844867  -0.46868464
  0.0583131   1.470338   -1.0029567   1.3564603   1.0564612   1.8787868
 -0.9326439  -0.7855888   0.7638523   0.6611347  -0.4927981  -0.91826195
 -0.65316063 -0.5777822 ]"
1413,"[-0.35588527 -0.2839903   1.358201   -0.773764   -1.3422742  -0.40656754
 -0.21270029  1.7009823  -0.67679584  0.99279505  1.1306562   1.9169062
 -0.9544934  -0.64921397  0.677167    0.5495914  -0.36335558 -0.92544407
 -0.76426995 -0.6175444 ]"
1414,"[-0.40445724 -0.26953858  1.2451346  -0.8277297  -1.0510674  -0.8949385
 -0.02732204  1.7512269  -0.60932755  1.0880194   1.1722914   1.512848
 -1.0028865  -0.826413    0.9269244   0.89701086 -0.44299692 -1.0029591
 -0.71971405 -0.5141057 ]"
1415,"[-0.28945267 -0.272823    1.2350385  -0.89610654 -1.1035042  -0.8255857
  0.06035991  1.6154708  -0.7330843   1.2096874   1.0698742   1.91269
 -0.91968465 -0.73510355  0.7448111   0.60754114 -0.5007619  -0.90345824
 -0.69257885 -0.5833305 ]"
1416,"[-0.18792887 -0.2846041   1.0680702  -0.8341441  -1.3626956   0.28582615
 -0.00238815  0.931215   -1.2500325   1.6366819  -0.83055043 -1.1933627
  1.281498    1.6556382  -0.7519231  -0.7666239  -0.2002008   1.1135072
 -0.04865711 -0.2593254 ]"
1417,"[-0.17899911 -0.2773202   1.1404009  -0.99946094 -1.3138927  -0.18314846
  0.05953308  1.2797998  -1.004106    1.4771928  -0.9801631  -0.84464926
  1.4833219   1.0559368  -1.0232067  -1.0453776  -0.09374277  1.3632514
  0.03991058  0.04471869]"
1418,"[-0.4890979  -0.28669992  1.2178465  -0.8268003  -1.0151918  -0.8906393
 -0.06209588  1.8277594  -0.5139599   1.0388787   1.1557369   1.8760145
 -1.0018376  -0.6759478   0.69349056  0.56069446 -0.34906343 -0.94582814
 -0.72800684 -0.5852523 ]"
1419,"[ 0.33333173 -0.05504424 -0.7396501  -1.1958132  -1.4385946   1.2179685
 -0.20547108 -0.4104955   1.38038     1.1133885  -0.99231154 -0.8962282
  1.4763246   1.1780207  -0.98366493 -0.9602171  -0.12220329  1.3191085
 -0.00424254 -0.01458632]"
1420,"[-0.24658605 -0.28108603  1.2997694  -0.81413245 -1.2963973  -0.11617391
 -0.04315455  1.398273   -1.1443771   1.2438662   1.1045338   1.9050584
 -0.9689282  -0.6923028   0.68556076  0.59849495 -0.36003482 -0.9400614
 -0.708488   -0.6238319 ]"
1421,"[-0.19135159 -0.2816536   1.079105   -0.9548384  -1.2577739  -0.1868083
  0.11310694  1.2520956  -1.1123644   1.5404829  -0.9794467  -0.9726801
  1.5006709   1.2603381  -0.93640554 -0.872842   -0.15635304  1.259221
 -0.04546278 -0.05703975]"
1422,"[-0.32245964 -0.27581775  1.3656105  -0.8016456  -1.4155881   0.04943256
 -0.19738649  1.3213872  -0.9759565   1.2524241   1.1137245   1.8723625
 -0.976436   -0.71143126  0.7303163   0.60043263 -0.36730173 -0.94593126
 -0.70864314 -0.60709256]"
1423,"[-0.25626495 -0.28997964  1.0810866  -0.8803826  -1.2671735  -0.22047901
  0.06426189  1.2113892  -1.0675311   1.625073    1.0121073   1.9222052
 -0.9135028  -0.69706666  0.7909532   0.618988   -0.48472923 -0.8913897
 -0.6960305  -0.6615346 ]"
1424,"[-0.3098111  -0.30741125  1.2179612  -0.89363605 -1.5296491  -0.23242033
 -0.20066993  1.4679992  -0.5084505   1.2960876  -0.9558639  -1.062636
  1.4407699   1.4708781  -0.84686893 -0.7379064  -0.20461172  1.1725559
 -0.11359988 -0.16271716]"
1425,"[-0.27119598 -0.2798614   1.169313   -0.88342345 -1.2054825  -0.4318197
  0.06573325  1.4206178  -1.0067836   1.4229035   1.0775777   1.908664
 -1.0058199  -0.5334191   0.6981539   0.59532857 -0.35146174 -0.9223922
 -0.79635024 -0.6702816 ]"
1426,"[-0.26721868 -0.2845186   1.1604197  -0.8517733  -1.2533467  -0.22194616
  0.04419965  1.2626634  -1.1122819   1.5238013   1.201323    1.8709166
 -0.99231654 -0.71793866  0.71849287  0.49583676 -0.38674557 -0.90567315
 -0.6536001  -0.63029474]"
1427,"[-0.30363348 -0.27410585  1.3604403  -0.8203453  -1.2037696  -0.48200086
 -0.06043372  1.6438938  -0.9076962   1.0476506   1.0340031   1.8702389
 -0.9191534  -0.7562301   0.74256647  0.7245899  -0.44964936 -0.92973924
 -0.7154493  -0.60117704]"
1428,"[-0.31884593  0.36707708 -1.0871392  -0.38645402  1.6965666  -0.29197368
 -0.17144056 -1.0345117   1.7572045  -0.5304827   1.1169994   1.9064773
 -0.98280156 -0.72796845  0.7525122   0.5190006  -0.40381107 -0.8805819
 -0.6117076  -0.6881196 ]"
1429,"[-3.7549028e-01 -2.6716787e-01  1.2059172e+00 -8.2800496e-01
 -1.0691860e+00 -8.9251685e-01  6.5286108e-04  1.7315372e+00
 -6.4384955e-01  1.1381083e+00  1.0674254e+00  1.9198549e+00
 -9.5301050e-01 -6.8648738e-01  7.6612508e-01  5.3798461e-01
 -3.6289972e-01 -9.0970790e-01 -6.2478876e-01 -7.5449651e-01]"
1430,"[-0.2965271   0.28327045 -0.9855915  -0.20660496  2.0538557  -0.31229523
 -0.05105462 -0.94977695  1.3479863  -0.8832621   1.2093444   1.814881
 -0.9547319  -0.71099     0.7250656   0.58507943 -0.342654   -0.9257426
 -0.65612346 -0.74412817]"
1431,"[-0.31884998  0.34042123 -1.0016625  -0.33845034  2.320539   -0.21550915
 -0.1032183  -0.97405404  0.9300939  -0.6393097   1.0366096   1.8873633
 -0.93301755 -0.6995271   0.7720113   0.6623059  -0.43128198 -0.9003653
 -0.6834071  -0.71069145]"
1432,"[-0.27420464 -0.27607572  1.2201827  -0.859829   -1.1846308  -0.4717249
  0.04892038  1.4499631  -1.01572     1.3631195   1.1454923   1.8946431
 -0.97992694 -0.64341724  0.66304994  0.5736224  -0.33282703 -0.9430439
 -0.74478406 -0.6328085 ]"
1433,"[-0.24526484 -0.27888513  1.1217847  -0.9222583  -1.2034193  -0.42066225
  0.09930839  1.353867   -1.00968     1.5052111  -0.96340466 -0.9750594
  1.5085995   1.238853   -0.9315351  -0.8849875  -0.15269029  1.2763795
 -0.04550154 -0.07065372]"
1434,"[-0.33889663 -0.26860344  1.2281253  -0.86140436 -1.1055648  -0.7206811
  0.02964674  1.6358409  -0.8149987   1.2165363   1.15415     1.8491575
 -0.966346   -0.68193406  0.7592289   0.57611054 -0.41781902 -0.924006
 -0.7174135  -0.6311283 ]"
1435,"[-0.25815699 -0.27787974  1.1600544  -0.8926637  -1.2011048  -0.39595538
  0.07425793  1.3773395  -1.0431077   1.4572159   1.2429508   1.8575317
 -1.0860916  -0.668538    0.6655325   0.3576216  -0.09064437 -0.97043896
 -0.62247336 -0.6854504 ]"
1436,"[-0.23260929 -0.27567378  1.2041421  -0.96761817 -1.2577115  -0.42126048
  0.04760791  1.3409469  -0.8949062   1.4570835   1.0555099   1.836613
 -1.0032537  -0.87893075  0.7730268   0.65320975 -0.6518599  -0.93740004
 -0.5770596  -0.2698559 ]"
1437,"[-0.2932344  -0.27228367  1.1947865  -0.8862659  -1.1382254  -0.6388548
  0.06117165  1.5944618  -0.8844495   1.2628932  -0.55972445 -1.060799
  0.2216189   2.3455176  -0.11094682 -0.49283364 -0.18589294  0.9136359
 -0.13949803 -0.93107754]"
1438,"[-0.3226697   0.38803208 -1.0577141  -0.37670377  1.6304063  -0.26884958
 -0.20924115 -1.0385135   1.820108   -0.56485474  1.1025894   1.9123032
 -0.9605374  -0.7636682   0.6982405   0.5853471  -0.43224338 -0.9272663
 -0.6661848  -0.54858094]"
1439,"[-0.26201865 -0.27670068  1.1602448  -0.8933219  -1.1912575  -0.47503778
  0.07543135  1.4605902  -0.9918586   1.3939291   1.1679232   1.830043
 -0.9422087  -0.6808669   0.7472358   0.6013997  -0.37993822 -0.9405658
 -0.66785467 -0.7351674 ]"
1440,"[-0.23523359 -0.27627596  1.0806199  -0.8866913  -1.2887889  -0.05609974
  0.05265367  1.1365982  -1.1496916   1.6229088   1.1217003   1.8632897
 -0.9529411  -0.68366134  0.7266437   0.6400467  -0.4287605  -0.9041248
 -0.6794491  -0.7027448 ]"
1441,"[-0.29262683 -0.27315986  1.266077   -0.8586544  -1.1676066  -0.5650105
  0.01809063  1.5805364  -0.92055076  1.2129039  -0.7865349  -1.2888489
  1.4414324   1.6354086  -0.63324213 -0.5477092  -0.27662554  1.0104123
 -0.1880209  -0.36627167]"
1442,"[-0.3520988  -0.2665944   1.2403378  -0.8385725  -1.0842848  -0.81148356
  0.00404779  1.6847458  -0.73697025  1.1608717   1.1650252   1.8750231
 -0.9424524  -0.6557311   0.7300119   0.54587746 -0.39533702 -0.8999133
 -0.70881295 -0.7136907 ]"
1443,"[-0.2936285  -0.30215824  1.0467103  -0.72885823 -1.4445593   0.32292947
 -0.10423964  0.8687434  -1.1032761   1.7383361   1.1128421   1.837608
 -0.9997837  -0.8588838   0.6922366   0.6658341  -0.4172914  -0.97690773
 -0.66803855 -0.38761684]"
1444,"[-0.2626943  -0.28426954  1.0712644  -0.886109   -1.2684236  -0.25846264
  0.05915717  1.2063617  -1.0279458   1.6511223   1.2269907   1.7987738
 -0.94841415 -0.67095417  0.7356998   0.5738286  -0.34274995 -0.9232786
 -0.6309156  -0.81898046]"
1445,"[-0.17380875 -0.24728167  0.65248644 -0.5374414  -1.572231    1.4910636
 -0.3686753   0.01277351 -0.8707564   1.6138709  -0.9815481  -0.94603366
  1.4935505   1.1922133  -0.9688154  -0.92902094 -0.13216539  1.2923421
 -0.01236493 -0.00815734]"
1446,"[-0.28524294 -0.26426762  1.014562   -0.9995543  -1.1944914  -0.82101846
  0.06312171  1.5194476  -0.50085723  1.4683014   1.1371199   1.84748
 -1.0267116  -0.8137899   0.72345465  0.5841337  -0.3466489  -0.9633229
 -0.65108794 -0.49062657]"
1447,"[-0.26522902 -0.2737412   1.2018288  -0.9605754  -1.217781   -0.5570606
  0.03712813  1.5214325  -0.8027376   1.3167354  -0.8634603  -1.1529942
  1.4437816   1.5017854  -0.76898754 -0.68320554 -0.229304    1.1738701
 -0.14874241 -0.27274314]"
1448,"[-0.29032278 -0.27238432  1.1901767  -0.9065426  -1.145612   -0.6519272
  0.07142089  1.4996473  -0.86165893  1.3672031   0.96441126  1.8999143
 -0.90143126 -0.77178043  0.8180554   0.6976341  -0.6183559  -0.8790787
 -0.67424035 -0.53512836]"
1449,"[-0.02821066 -0.27249217  0.71716887 -0.92369294 -1.3312385   0.8847475
  0.12607959  0.3603782  -1.3070682   1.7743287   1.1099405   1.8512472
 -0.9249685  -0.66617054  0.77075636  0.62523276 -0.3963448  -0.9130928
 -0.6787234  -0.77787614]"
1450,"[ 0.01559339 -0.2546247   0.5873961  -0.94842446 -1.3146542   0.85552233
  0.1628123   0.26513064 -1.2550609   1.8863101   1.1879126   1.8564173
 -1.0017471  -0.7451454   0.7186073   0.5191665  -0.33826464 -0.93877643
 -0.7021937  -0.5559756 ]"
1451,"[-0.29401422  0.31093645 -1.0467343  -0.33706495  1.7172661  -0.4173623
 -0.0887684  -1.0053033   1.7620231  -0.60097814  1.1456087   1.8837882
 -0.95950705 -0.7132298   0.76872426  0.51181144 -0.40569583 -0.8895191
 -0.6569368  -0.68504316]"
1452,"[-0.4477425  -0.28684306  1.2135501  -0.8454421  -1.0279835  -0.8969555
 -0.02501731  1.7724515  -0.55816585  1.1021492   1.1484326   1.8822513
 -0.96182495 -0.69389975  0.72557914  0.5480223  -0.37290338 -0.92095697
 -0.6796242  -0.67507607]"
1453,"[-0.79243374 -0.1715525   1.2534641  -0.27111566 -1.2929226  -0.20680673
 -1.0450907   1.4474101   1.3186716  -0.23962395  1.0888102   1.9269288
 -0.9533053  -0.7239343   0.69064885  0.5956142  -0.4758324  -0.91706413
 -0.68888146 -0.542985  ]"
1454,"[-0.21289285 -0.28633434  1.1614954  -0.8957852  -1.2869654  -0.11489658
  0.04487333  1.2754688  -1.1411823   1.456219    1.1883074   1.8570806
 -1.0050924  -0.6267687   0.66761523  0.56921464 -0.30201176 -0.9397533
 -0.7046723  -0.7039192 ]"
1455,"[-0.3978129  -0.30173507  1.3957354  -0.5853256  -1.6670336   0.47269836
 -0.53787273  1.4951997  -0.616885    0.74303156  1.2884452   1.7503287
 -1.0215913  -0.75611776  0.7177815   0.55339825 -0.29141194 -0.97809297
 -0.64858997 -0.61414933]"
1456,"[-0.2181016  -0.28270707  1.1342666  -0.91784006 -1.2366897  -0.37849206
  0.08366299  1.3544549  -1.0188463   1.4802921   1.2369657   1.795439
 -0.98913836 -0.72061294  0.7185609   0.574217   -0.3454278  -0.9562874
 -0.71094733 -0.6027685 ]"
1457,"[-0.21866535 -0.28539082  1.2505753  -0.8429847  -1.360104    0.06498168
 -0.0477316   1.3336142  -1.1628118   1.2685169   1.2464826   1.8523085
 -1.0454543  -0.70313877  0.6306369   0.4878837  -0.25438318 -0.9664748
 -0.70983213 -0.5380292 ]"
1458,"[-0.21192443 -0.2838639   1.0844667  -0.98950917 -1.2711642  -0.3214988
  0.09006936  1.3964337  -0.9534501   1.4604408  -0.77215916 -1.1666409
  0.6715405   2.157493   -0.3808778  -0.47238    -0.29566568  0.9395996
  0.08772789 -0.7686377 ]"
1459,"[-0.24596657 -0.28065562  1.2055209  -0.8796475  -1.2340207  -0.30202547
  0.04731043  1.4009395  -1.0831531   1.3716983  -0.98487383 -0.86622995
  1.470243    1.0828927  -1.0189441  -1.031761   -0.09601361  1.3524075
  0.03783523  0.05444426]"
1460,"[-0.48947072 -0.2717808   1.6641802  -0.47953495 -1.2649369  -0.4131897
 -0.4565719   1.7686567  -0.56629276  0.5089406   1.0645951   1.875205
 -0.95086503 -0.77404183  0.7386147   0.6695923  -0.43460763 -0.9310772
 -0.6866642  -0.5707509 ]"
1461,"[-0.25253806 -0.28148955  1.0167311  -0.96453756 -1.2300415  -0.41636282
  0.11449047  1.3844566  -0.9260647   1.5553551   1.2179765   1.7966985
 -0.9272911  -0.6357624   0.754839    0.5696635  -0.34578675 -0.9295012
 -0.64978725 -0.85104823]"
1462,"[-0.31167886  0.33515808 -0.86828977 -0.3685634   0.81930125 -0.21938305
 -0.32209238 -0.9481354   2.4258463  -0.5421629  -0.9938198  -0.89196604
  1.4613451   1.1579936  -0.99712753 -0.9812725  -0.1138828   1.3302842
  0.0091479   0.0192981 ]"
1463,"[-0.23400281 -0.2843534   1.110591   -0.9164422  -1.2382063  -0.29926008
  0.09322271  1.3030139  -1.0621835   1.5276208   0.97108924  1.8776453
 -0.94949585 -0.8206836   0.7448871   0.7518687  -0.55915505 -0.9297039
 -0.72898674 -0.35746512]"
1464,"[-0.19637503 -0.27961153  1.0351374  -0.87053216 -1.3275704   0.16578893
  0.04403183  0.9356279  -1.2135352   1.7070391   1.1106942   1.8411219
 -0.9570176  -0.75006104  0.71046525  0.6909991  -0.42692867 -0.95737934
 -0.73313123 -0.5287624 ]"
1465,"[-0.421467   -0.29131052  1.1860167  -0.8668839  -1.0393705  -0.9177858
  0.00886463  1.7508868  -0.5460226   1.1370733   1.0693219   1.8704507
 -0.921419   -0.6999369   0.7586305   0.6772447  -0.4920364  -0.9076744
 -0.70413613 -0.6504451 ]"
1466,"[-0.12409645 -0.10792717 -0.33792156  0.06460513 -0.7115241   2.3697453
 -0.753945   -1.2494289   0.07779028  0.7727035   1.0905272   1.8589805
 -0.9468773  -0.70691293  0.79458755  0.6159274  -0.432987   -0.91345346
 -0.6524056  -0.70738626]"
1467,"[-0.31117988  0.3796885  -1.0959802  -0.402905    1.7923818  -0.28022122
 -0.11826223 -1.0380968   1.6407719  -0.56619686  1.092686    1.8793758
 -0.9510683  -0.78805983  0.70044816  0.66846114 -0.47937435 -0.91531116
 -0.6894228  -0.51773447]"
1468,"[-0.17663658 -0.28385136  1.0148206  -0.9357187  -1.2991658  -0.03759651
  0.09817007  1.1527761  -1.1531      1.6203032   1.1449536   1.8245091
 -1.0139712  -0.8359981   0.75972885  0.6060974  -0.48704508 -0.9341659
 -0.61152595 -0.45258322]"
1469,"[-0.32422736 -0.30225793  1.1188872  -0.9220273  -1.0868566  -0.9514463
  0.08333148  1.7733225  -0.49327514  1.1045494   1.1678573   1.8912292
 -0.9773413  -0.73608917  0.6949202   0.5222375  -0.37636024 -0.93405426
 -0.6907618  -0.5616379 ]"
1470,"[-0.29394728 -0.27509198  1.2102237  -0.8959773  -1.1191143  -0.70834047
  0.07435827  1.5677263  -0.8420327   1.2821958   1.0732251   1.9139858
 -0.958597   -0.71979225  0.76325643  0.5649097  -0.4502667  -0.91056097
 -0.6374584  -0.6387013 ]"
1471,"[-0.32311556 -0.29125124  1.1491456  -0.9052033  -1.0845877  -0.9325803
  0.09048722  1.5783879  -0.6068269   1.3255447   1.0410948   1.9195536
 -0.8906059  -0.6892984   0.7688274   0.6104972  -0.4570488  -0.882143
 -0.6729756  -0.7479005 ]"
1472,"[-0.49647945 -0.29097554  1.2203283  -0.8347078  -1.0146887  -0.90326774
 -0.06018683  1.8414729  -0.47161803  1.0101227   1.1447588   1.476378
 -0.80393016 -0.8042805   0.9892728   0.9146704  -0.3152474  -1.0420378
 -0.7780106  -0.781574  ]"
1473,"[-0.10412487  0.2523419  -0.80915284 -0.4724668   0.13185248 -0.46620622
  0.1298874  -0.81928235  2.6274543  -0.47030294  1.316326    1.7182163
 -1.0342517  -0.7259754   0.6965915   0.58725315 -0.2754795  -0.9821834
 -0.6816829  -0.61881435]"
1474,"[-0.30399728 -0.30265403  0.9706463  -0.9829841  -1.1451373  -0.9814752
  0.12154306  1.7165964  -0.3399062   1.247369    1.1087018   1.8599757
 -0.9454399  -0.73209774  0.7490154   0.6310866  -0.40911117 -0.9348248
 -0.6612723  -0.6660342 ]"
1475,"[-0.31931216  0.38604093 -1.1489942  -0.48326647  1.7925903  -0.24729595
  0.01028755 -1.0863179   1.5824571  -0.48618895  1.0821091   1.911166
 -0.9429886  -0.74209803  0.75678104  0.5720895  -0.45910624 -0.8932066
 -0.678846   -0.60590005]"
1476,"[-0.33621722 -0.30014825  1.2827611  -0.7543275  -1.427746   -0.04964611
 -0.19634889  1.4159104  -0.91966444  1.2854265   0.9691775   1.9202546
 -0.9036624  -0.7681759   0.786571    0.67993665 -0.527968   -0.90799165
 -0.66578734 -0.58235455]"
1477,"[-0.4500988   0.3666003  -1.1683447  -0.5472876   1.797921    0.7605439
 -0.16307716 -1.1690661   1.1892197  -0.61641073 -0.84411    -1.3022947
  1.3912752   1.786061   -0.35805222 -0.27218968 -0.36564782  0.8157714
 -0.19909523 -0.65171826]"
1478,"[-0.3292571  -0.27436626  1.296925   -0.79559547 -1.168391   -0.59086126
 -0.02997531  1.6289924  -0.8929659   1.1554952   1.1009302   1.8525561
 -0.9402827  -0.7482141   0.7491785   0.6555957  -0.41182104 -0.93793446
 -0.6746613  -0.6453473 ]"
1479,"[-0.3180528  -0.2708874   1.2017112  -0.8699832  -1.1162925  -0.7146468
  0.04818135  1.6196246  -0.82756615  1.247911    1.1343089   1.8856072
 -1.0007458  -0.65311587  0.6727709   0.5968765  -0.33553684 -0.93896735
 -0.69109815 -0.67009956]"
1480,"[-0.31494856  0.33817524 -1.1011012  -0.48564595  2.362534   -0.17963296
  0.15640765 -1.0946163   0.6342086  -0.31538066  1.624171    0.29584792
 -0.27726355 -0.6201818   1.396908    0.92312837 -0.7083642  -0.6065475
 -0.80883104 -1.2188668 ]"
1481,"[-0.2733373  -0.27057928  1.2029705  -0.8820639  -1.1437035  -0.59097505
  0.0767814   1.4890814  -0.9594154   1.3512414   1.0066468   1.9080092
 -0.92350864 -0.67553884  0.7930345   0.6321174  -0.41007057 -0.91732913
 -0.70337933 -0.7099819 ]"
1482,"[-0.28187394 -0.2762158   1.2152401  -0.8621552  -1.1747383  -0.5059489
  0.05320371  1.4907202  -0.99201274  1.3337805  -0.9170032  -1.1155901
  1.5402455   1.3508972  -0.8436624  -0.76870805 -0.20074515  1.1627162
 -0.0848953  -0.12325456]"
1483,"[-0.3370909  -0.27588457  1.4592618  -0.7186209  -1.3026755  -0.3829064
 -0.2357596   1.7497305  -0.7534984   0.797444    1.2147774   1.7986754
 -0.9781675  -0.6063154   0.7209712   0.5914589  -0.3096304  -0.9301367
 -0.6935737  -0.80806   ]"
1484,"[-0.322241    0.331242   -0.97023696 -0.33928767  2.4363558  -0.17467289
 -0.09992323 -0.947623    0.69584864 -0.6094617  -0.8562653  -1.1790144
  1.4228375   1.5450485  -0.7495301  -0.66182137 -0.23308223  1.1442019
 -0.15180317 -0.28057134]"
1485,"[-0.22323577 -0.2829619   1.1841096  -0.897304   -1.2978388  -0.1244706
  0.03398362  1.2916092  -1.1154404   1.4315491   1.2709175   0.88672215
 -0.8742568  -0.44341198  1.3687079   1.033028   -0.7742855  -0.8894328
 -0.61376226 -0.9642259 ]"
1486,"[-0.44760698 -0.29092583  1.2207426  -0.87718904 -1.068877   -0.9700706
 -0.10093821  1.8861234  -0.22047788  0.86921954  1.1295861   1.818265
 -0.954469   -0.70336545  0.73321444  0.69195944 -0.40093574 -0.9487463
 -0.7189956  -0.64651287]"
1487,"[-0.12966    -0.28927252  1.0063748  -0.938945   -1.3235657   0.16485006
  0.11179429  0.9259468  -1.2205746   1.6930511   1.1714873   1.8182223
 -0.9874815  -0.78801244  0.72754955  0.6259571  -0.45058283 -0.9615567
 -0.64542544 -0.5101581 ]"
1488,"[-0.17811945 -0.28379497  1.0816988  -0.9376674  -1.3062453  -0.00428852
  0.07836735  1.1805743  -1.168775    1.5382503   1.2082142   1.865556
 -0.98793256 -0.69177324  0.6962295   0.50061613 -0.33150032 -0.9415817
 -0.709911   -0.6079173 ]"
1489,"[-0.34161606 -0.2120077   1.251278   -1.0086834  -1.3571892  -0.7916789
 -0.21758005  1.4436159  -0.05162019  1.2854812   1.236188    1.4755769
 -0.8678514  -0.72715455  1.0897567   0.75641495 -0.76296794 -0.8625505
 -0.5414097  -0.79600364]"
1490,"[-0.26451284 -0.2747365   1.2007905  -0.8905986  -1.1581517  -0.56831956
  0.07535312  1.5371014  -0.9527351   1.29581     1.1230813   1.8529115
 -0.96788895 -0.7719789   0.6947985   0.66599345 -0.41514587 -0.94992733
 -0.69632    -0.53552353]"
1491,"[-0.16265322 -0.2885678   0.9194602  -0.93503255 -1.427286    0.23517434
  0.01944279  1.004258   -1.0729871   1.7081902   1.1321354   1.8598777
 -0.96531975 -0.6583338   0.7737067   0.56603    -0.38156718 -0.8956642
 -0.6743642  -0.7564996 ]"
1492,"[-0.50241107 -0.5392372   0.37382075  2.5373075  -0.51582015 -0.52969706
 -0.5761211   0.7246594  -0.5220296  -0.45047155  0.6626885   1.3134711
 -0.7803171  -0.78924626  1.1117653   1.4641216  -0.7432062  -0.75666803
 -0.7511334  -0.7314756 ]"
1493,"[ 0.04200354 -0.08790016 -0.44694343 -0.17082241 -0.8896748   2.3178585
 -0.56192195 -1.2142438   0.1212937   0.8903508   1.0065597   1.9759865
 -1.0017383  -0.6394581   0.7010861   0.53803813 -0.29041314 -0.94695926
 -0.7258207  -0.6172799 ]"
1494,"[-0.3246807   0.34846324 -1.0074689  -0.31845263  2.2399848  -0.24006891
 -0.13221353 -0.98902875  1.0766797  -0.6532142   1.0903738   1.8751476
 -0.9416087  -0.76092625  0.73969376  0.6297696  -0.4030222  -0.94962436
 -0.6742075  -0.6055949 ]"
1495,"[-0.2533941  -0.28506035  1.1619091  -0.8834077  -1.2477496  -0.22842498
  0.0629748   1.3198425  -1.109165    1.4624763   1.1531981   1.849085
 -0.94977194 -0.60972977  0.71625197  0.62110543 -0.3909339  -0.9156253
 -0.7096352  -0.7639448 ]"
1496,"[-0.48279628 -0.2590716   1.4272714  -0.63059336 -1.0765332  -0.9088564
 -0.21895379  1.8934273  -0.4261544   0.68226063  1.199441    1.8204432
 -0.935734   -0.6880664   0.77613705  0.52868074 -0.34648228 -0.9101315
 -0.6102748  -0.8340134 ]"
1497,"[-0.43167987 -0.306652    1.1216661  -0.8046389  -1.7196879  -0.00227365
 -0.5533541   1.6448979   0.14392076  0.9078016   1.0763476   1.8624237
 -0.963673   -0.7410457   0.78147393  0.6638715  -0.56781656 -0.8564504
 -0.62997544 -0.6251563 ]"
1498,"[-0.17892222  0.31545773 -0.8693896  -0.41421157  0.81630296 -0.45852128
 -0.05414452 -0.92032176  2.4081683  -0.6444179   1.0684699   1.8535174
 -0.93022114 -0.71115816  0.8070506   0.64508164 -0.4463375  -0.92677015
 -0.64895225 -0.71068096]"
1499,"[-0.23938109 -0.27578723  1.1540731  -0.93122435 -1.194493   -0.4188686
  0.09863201  1.4089983  -1.0238979   1.4219491   1.1225625   1.8719755
 -0.9191718  -0.6848434   0.74102336  0.62323374 -0.4764616  -0.8932427
 -0.6889458  -0.6961278 ]"
1500,"[-0.27954006 -0.27353397  1.217645   -0.8808589  -1.1344597  -0.65610075
  0.07003238  1.5169787  -0.9029018   1.3227386  -0.71970874 -1.3165214
  1.5968641   1.4822571  -0.62189686 -0.56627643 -0.28569284  1.0124742
 -0.19454822 -0.38695094]"
1501,"[-0.34404472 -0.27295837  1.2887883  -0.80617076 -1.1222112  -0.8102652
 -0.02326158  1.674938   -0.7111578   1.1263433   1.1957395   1.8287907
 -0.95581913 -0.696166    0.7315312   0.56833035 -0.33439603 -0.9184909
 -0.65322185 -0.76629734]"
1502,"[-0.24510062 -0.28208172  1.1546091  -0.89481044 -1.2248923  -0.3180792
  0.08028957  1.3060803  -1.0769681   1.500953    1.1463546   1.8583212
 -0.9503617  -0.67582816  0.736076    0.5874263  -0.3714803  -0.9343959
 -0.7028349  -0.6932779 ]"
1503,"[-0.05131958 -0.19489832  0.42237616 -0.5306911  -1.4147757   1.7311991
 -0.26075047 -0.30125985 -0.9572956   1.5574154   1.2106586   1.8810779
 -0.9867175  -0.65513605  0.6820605   0.48477086 -0.32641464 -0.92212224
 -0.68114704 -0.6870301 ]"
1504,"[ 0.13236268  0.12661633 -0.5390708  -0.53889143 -0.52737916 -0.5174782
 -0.05493817 -0.40225065  2.7386658  -0.41763648  1.1675369   1.9338902
 -1.0565568  -0.6375384   0.62255496  0.45729756 -0.27033442 -0.9402956
 -0.69039327 -0.5861609 ]"
1505,"[-0.25504392 -0.2766479   1.1632044  -0.8918523  -1.2200546  -0.34187546
  0.06700236  1.3923128  -1.0626429   1.4255975   1.086558    1.8974149
 -1.0184464  -0.683634    0.67485446  0.6322377  -0.33345133 -0.9310944
 -0.7084285  -0.61601055]"
